G3E_FID,MERCADO,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,CORREGIMIE,LOCALIZACI,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,TIPO_AISLA,TIPO_RED,TENSION,FASES,CAPACIDAD_,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,UBICACION_,FECHA_ACTU,NUMERO_FAS,MUNICIPIO_,SUBREGION
4116043,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,,AEREO,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,7.621,T,25,4116043,718817.132,1364621.628,,7.88558,-76.62653,12/6/2007,2/3/2020,URBANO,57318745,51141959,CLOSED,PRIMARIA,APARTADO,401-12,7.621,T,4116043-5,3/8/2018,1F,5045,APARTADO
4116044,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,13.2,RS,65,4116044,719499.769,1364363.858,,7.88329,-76.62033,12/6/2007,7/7/2018,URBANO,47632979,51141940,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RS,4116044-5,3/8/2018,2F,5045,APARTADO
4116045,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,,AEREO,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,13.2,RT,40,4116045,719751.897,1364206.078,,7.88186,-76.61804,12/6/2007,3/6/2020,URBANO,47633004,51141932,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RT,4116045-5,3/8/2018,2F,5045,APARTADO
4116050,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,LA CHINITA,,AEREO,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,STR,40,4116050,718486.597,1364822.392,,7.88737,-76.62951,12/6/2007,7/7/2018,URBANO,57560552,53158690,CLOSED,PRIMARIA,APARTADO,401-13,13.2,STR,4116050-5,2/28/2018,3F,5045,APARTADO
4116052,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,VELEZ,,AEREO,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,RT,15,4116052,718182.661,1364909.105,,7.88815,-76.6323,12/6/2007,2/6/2020,URBANO,47633103,51142306,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RT,4116052-5,2/28/2018,2F,5045,APARTADO
4116054,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,VELEZ,,AEREO,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,S,40,4116054,718106.648,1364976.324,,7.88872,-76.63298,12/6/2007,2/6/2020,URBANO,57195717,51142355,CLOSED,PRIMARIA,APARTADO,401-13,7.621,S,4116054-5,2/28/2018,1F,5045,APARTADO
4116057,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,R,15,4116057,717542.113,1365178.034,,7.89053,-76.63811,12/6/2007,7/7/2018,URBANO,57515401,57517788,CLOSED,PRIMARIA,APARTADO,401-13,7.621,R,4116057-5,2/28/2018,1F,5045,APARTADO
4116058,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,R,15,4116058,718361.744,1365019.464,,7.88915,-76.63068,12/6/2007,7/7/2018,URBANO,47633114,51142297,CLOSED,PRIMARIA,APARTADO,401-13,7.621,R,4116058-5,2/28/2018,1F,5045,APARTADO
4116063,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,ALFONSO LOPEZ,,AEREO,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,S,25,4116063,719847.907,1363663.743,,7.87698,-76.61709,12/6/2007,8/22/2018,URBANO,51142427,51142428,CLOSED,PRIMARIA,APARTADO,401-14,7.621,S,4116063-5,1/25/2018,1F,5045,APARTADO
4116064,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,T,40,4116064,719763.091,1363728.056,,7.87756,-76.61791,12/6/2007,7/7/2018,URBANO,57377996,51142434,CLOSED,PRIMARIA,APARTADO,401-14,7.621,T,4116064-5,1/25/2018,1F,5045,APARTADO
4116065,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,SAN FERNANDO,,AEREO,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,13.2,SR,65,4116065,719579.8,1363831.509,,7.87848,-76.61958,12/6/2007,5/5/2020,URBANO,47633185,51142441,CLOSED,PRIMARIA,APARTADO,401-14,13.2,SR,4116065-5,1/25/2018,2F,5045,APARTADO
4116066,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,S,25,4116066,719481.334,1363680.453,,7.87706,-76.62044,12/6/2007,7/7/2018,URBANO,57378185,57378186,CLOSED,PRIMARIA,APARTADO,401-14,7.621,S,4116066-5,1/25/2018,1F,5045,APARTADO
4116067,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,T,25,4116067,719296.143,1364003.498,,7.88002,-76.62216,12/6/2007,7/7/2018,URBANO,47633167,51142451,CLOSED,PRIMARIA,APARTADO,401-14,7.621,T,4116067-5,1/25/2018,1F,5045,APARTADO
4116068,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,R,25,4116068,718931.893,1364218.905,,7.88195,-76.62547,12/6/2007,7/7/2018,URBANO,47633159,51142465,CLOSED,PRIMARIA,APARTADO,401-14,7.621,R,4116068-5,1/25/2018,1F,5045,APARTADO
4116072,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,ORTIZ,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,13.2,RST,25,4116072,718016.84,1364393.693,,7.88347,-76.63375,12/6/2007,7/7/2018,URBANO,53150950,57376398,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RST,4116072-5,2/27/2018,3F,5045,APARTADO
4116073,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,ORTIZ,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,25,4116073,717968.01,1364415.269,,7.88365,-76.63422,12/6/2007,1/28/2020,URBANO,47633321,51142514,CLOSED,PRIMARIA,APARTADO,401-15,7.621,S,4116073-5,2/27/2018,1F,5045,APARTADO
4116075,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,ORTIZ,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,25,4116075,717844.844,1364577.031,,7.88508,-76.63533,12/6/2007,2/5/2020,URBANO,51142555,51142557,CLOSED,PRIMARIA,APARTADO,401-15,7.621,S,4116075-5,2/27/2018,1F,5045,APARTADO
4116077,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,LOS ALMENDROS,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,13.2,STR,25,4116077,717622.632,1364857.282,,7.88765,-76.63731,12/6/2007,7/7/2018,URBANO,47633292,57376667,CLOSED,PRIMARIA,APARTADO,401-15,13.2,STR,4116077-5,2/27/2018,3F,5045,APARTADO
4116078,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,T,25,4116078,717274.259,1365107.394,,7.88988,-76.64054,12/6/2007,7/7/2018,URBANO,51142588,51142589,CLOSED,PRIMARIA,APARTADO,401-15,7.621,T,4116078-5,2/27/2018,1F,5045,APARTADO
4116081,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-18,401-18,CLOSED,NORMAL,PRIMARIA,13.2,RTS,40,4116081,718001.302,1363859.546,,7.87865,-76.63384,12/6/2007,7/7/2018,URBANO,51142692,51142693,CLOSED,PRIMARIA,APARTADO,401-18,13.2,RTS,4116081-5,4/3/2018,3F,5045,APARTADO
4116083,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,10,4116083,715722.125,1365236.426,,7.89096,-76.65461,12/6/2007,7/7/2018,RURAL,51142593,51142594,CLOSED,PRIMARIA,APARTADO,401-15,7.621,S,4116083-5,2/27/2018,1F,5045,APARTADO
4116084,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,10,4116084,714894.546,1364886.997,,7.88776,-76.66208,12/6/2007,7/7/2018,RURAL,47633234,51142600,CLOSED,PRIMARIA,APARTADO,401-15,7.621,S,4116084-5,2/27/2018,1F,5045,APARTADO
4116087,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,T,6,4116087,714068.399,1359724.377,,7.84108,-76.66928,12/6/2007,7/7/2018,RURAL,47636727,57390870,CLOSED,PRIMARIA,APARTADO,401-16,7.621,T,4116087-5,4/10/2018,1F,5045,APARTADO
4116089,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,SIN NOMBRE,,AEREO,APARTADO,401-16,401-16,OPEN,NORMAL,PRIMARIA,13.2,STR,65,4116089,717879.342,1363406.23,,7.87458,-76.63498,12/6/2007,7/7/2018,URBANO,57831474,57831475,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116089-5,4/10/2018,3F,5045,APARTADO
4116091,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,25,4116091,716488.405,1364304.717,,7.88259,-76.64761,12/6/2007,9/24/2019,URBANO,51142743,51142746,CLOSED,PRIMARIA,APARTADO,401-16,7.621,R,4116091-5,4/10/2018,1F,5045,APARTADO
4116093,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,SIN NOMBRE,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,10,4116093,717805.544,1363034.717,,7.87119,-76.63564,12/6/2007,7/7/2018,URBANO,47637013,57490802,CLOSED,PRIMARIA,APARTADO,401-16,7.621,R,4116093-5,4/10/2018,1F,5045,APARTADO
4116095,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RT,10,4116095,716119.383,1362744.127,,7.86847,-76.65087,12/6/2007,7/7/2018,RURAL,57170637,57170638,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RT,4116095-5,4/10/2018,2F,5045,APARTADO
4116096,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,65,4116096,717708.208,1362808.762,,7.86916,-76.63651,12/6/2007,5/28/2019,URBANO,57532980,57532981,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116096-5,4/10/2018,3F,5045,APARTADO
4116097,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,10,4116097,717690.849,1362610.177,,7.86735,-76.63662,12/6/2007,7/7/2018,URBANO,47636998,57230360,CLOSED,PRIMARIA,APARTADO,401-16,7.621,R,4116097-5,4/10/2018,1F,5045,APARTADO
4116099,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,15,4116099,717553.798,1362126.323,,7.86296,-76.63782,12/6/2007,4/15/2020,URBANO,47636987,51142770,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116099-5,4/10/2018,3F,5045,APARTADO
4116100,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,15,4116100,712098.173,1361015.727,,7.85263,-76.6872,12/6/2007,7/7/2018,RURAL,47633422,57140808,CLOSED,PRIMARIA,APARTADO,401-16,7.621,S,4116100-5,4/10/2018,1F,5045,APARTADO
4116102,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,10,4116102,711970.178,1361876.025,,7.8604,-76.6884,12/6/2007,7/7/2018,RURAL,51143007,51143008,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116102-5,4/10/2018,3F,5045,APARTADO
4116103,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,,4116103,711641.229,1361788.347,,7.85958,-76.69138,12/6/2007,7/7/2018,RURAL,51143011,51143012,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116103-5,4/10/2018,3F,5045,APARTADO
4116104,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,15,4116104,712530.863,1362268.884,,7.86398,-76.68335,12/6/2007,7/7/2018,RURAL,51142993,51143327,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RTS,4116104-5,4/10/2018,3F,5045,APARTADO
4116105,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,25,4116105,714288.527,1361960.349,,7.86129,-76.66741,12/6/2007,7/7/2018,RURAL,47636739,57142780,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116105-5,4/10/2018,3F,5045,APARTADO
4116107,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,25,4116107,714375.58,1362322.824,,7.86454,-76.66661,12/6/2007,7/7/2018,RURAL,47636746,51143049,CLOSED,PRIMARIA,APARTADO,401-16,7.621,S,4116107-5,4/10/2018,1F,5045,APARTADO
4116109,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,TRS,40,4116109,716574.865,1358610.121,,7.83115,-76.64651,12/6/2007,7/7/2018,RURAL,47636885,53151264,CLOSED,PRIMARIA,APARTADO,401-16,13.2,TRS,4116109-5,4/10/2018,3F,5045,APARTADO
4116110,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,TS,40,4116110,716413.569,1357982.015,,7.82547,-76.64794,12/6/2007,7/7/2018,RURAL,51142883,51142884,CLOSED,PRIMARIA,APARTADO,401-16,13.2,TS,4116110-5,4/10/2018,2F,5045,APARTADO
4116111,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,25,4116111,716688.622,1357824.705,,7.82405,-76.64545,12/6/2007,7/25/2018,RURAL,51142935,51142936,CLOSED,PRIMARIA,APARTADO,401-16,7.621,S,4116111-5,4/10/2018,1F,5045,APARTADO
4116112,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,15,4116112,716792.224,1357944.894,,7.82515,-76.64452,12/6/2007,7/7/2018,RURAL,47636919,51142940,CLOSED,PRIMARIA,APARTADO,401-16,7.621,S,4116112-5,4/10/2018,1F,5045,APARTADO
4116113,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,6,4116113,717125.749,1357820.374,,7.82405,-76.64148,12/6/2007,10/29/2018,RURAL,57907693,51142944,CLOSED,PRIMARIA,APARTADO,401-16,7.621,S,4116113-5,4/10/2018,1F,5045,APARTADO
4116114,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,TRS,25,4116114,716326.165,1357862.12,,7.82423,-76.64856,12/6/2007,7/7/2018,RURAL,47636845,57562294,CLOSED,PRIMARIA,APARTADO,401-16,13.2,TRS,4116114-5,4/10/2018,3F,5045,APARTADO
4116118,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,SIN NOMBRE,,AEREO,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,13.2,RTS,15,4116118,719370.317,1363314.278,,7.87393,-76.62129,12/6/2007,5/18/2020,URBANO,57387687,57742060,CLOSED,PRIMARIA,APARTADO,401-17,13.2,RTS,4116118-5,3/6/2018,3F,5045,APARTADO
4116121,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,PUEBLO NUEVO,,AEREO,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,7.621,T,40,4116121,718896.482,1363688.535,,7.87714,-76.62575,12/6/2007,2/28/2020,URBANO,57404538,57404896,CLOSED,PRIMARIA,APARTADO,401-17,7.621,T,4116121-5,3/6/2018,1F,5045,APARTADO
4116122,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,PARROQUIAL,,AEREO,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,7.621,R,40,4116122,718684.803,1363651.29,,7.8768,-76.62767,12/6/2007,3/25/2020,URBANO,47633877,58015759,CLOSED,PRIMARIA,APARTADO,401-17,7.621,R,4116122-5,3/6/2018,1F,5045,APARTADO
4116127,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,,AEREO,APARTADO,401-18,401-18,CLOSED,NORMAL,PRIMARIA,7.621,R,15,4116127,718445.521,1364009.515,,7.88002,-76.62988,12/6/2007,2/6/2020,URBANO,47674234,51143267,CLOSED,PRIMARIA,APARTADO,401-18,7.621,R,4116127-5,4/3/2018,1F,5045,APARTADO
4116129,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,,AEREO,APARTADO,401-18,401-18,CLOSED,NORMAL,PRIMARIA,13.2,RTS,10,4116129,718187.675,1364120.125,,7.88107,-76.6321,12/6/2007,2/7/2020,URBANO,47674232,51143285,CLOSED,PRIMARIA,APARTADO,401-18,13.2,RTS,4116129-5,4/3/2018,3F,5045,APARTADO
4116133,REGIONAL,ANTIOQUIA,TURBO,,,,AEREO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,S,10,4116133,705304.683,1403542.958,,8.23634,-76.75122,12/6/2007,6/20/2016,RURAL,57405237,51146328,CLOSED,PRIMARIA,CIRILO,413-11,7.621,S,4116133-5,4/16/2018,1F,5837,TURBO
4116134,REGIONAL,ANTIOQUIA,TURBO,,,,AEREO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,S,15,4116134,705412.282,1402923.892,,8.23078,-76.75025,12/6/2007,4/2/2020,RURAL,47634224,51146314,CLOSED,PRIMARIA,CIRILO,413-11,7.621,S,4116134-5,4/16/2018,1F,5837,TURBO
4116135,REGIONAL,ANTIOQUIA,TURBO,,,,AEREO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,4116135,705412.278,1402925.042,,8.23078,-76.75025,12/6/2007,4/2/2020,RURAL,47634224,51146311,CLOSED,PRIMARIA,CIRILO,413-11,7.621,S,4116135-5,4/16/2018,1F,5837,TURBO
4116144,REGIONAL,ANTIOQUIA,TURBO,,,,AEREO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,R,15,4116144,708699.752,1396365.623,,8.17377,-76.71959,12/6/2007,2/8/2016,RURAL,57613226,57613228,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,4116144-5,4/16/2018,1F,5837,TURBO
4116146,REGIONAL,ANTIOQUIA,TURBO,,,,AEREO,CIRILO,413-11,402-13,OPEN,NORMAL,PRIMARIA,7.621,R,6,4116146,707742.912,1395688.872,,8.16555,-76.72867,4/18/2017,10/28/2019,RURAL,57809827,57809839,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,4116146-5,4/16/2018,1F,5837,TURBO
4116168,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,AEREO,CHIGORODO,403-12,403-12,CLOSED,NORMAL,PRIMARIA,7.621,T,40,4116168,711856.54,1340961.176,,7.67147,-76.68827,12/6/2007,7/7/2018,URBANO,47635305,51146844,CLOSED,PRIMARIA,CHIGORODO,403-12,7.621,T,4116168-5,4/5/2018,1F,5172,APARTADO
4116169,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,AEREO,CHIGORODO,403-12,403-12,CLOSED,NORMAL,PRIMARIA,13.2,TSR,65,4116169,712511.19,1340702.594,,7.66917,-76.68233,12/6/2007,7/7/2018,URBANO,51146791,51146793,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,TSR,4116169-5,4/5/2018,3F,5172,APARTADO
4116170,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,AEREO,CHIGORODO,403-12,403-12,CLOSED,NORMAL,PRIMARIA,7.621,S,15,4116170,712588.971,1340349.533,,7.66599,-76.6816,12/6/2007,7/7/2018,URBANO,51146796,51146798,CLOSED,PRIMARIA,CHIGORODO,403-12,7.621,S,4116170-5,4/5/2018,1F,5172,APARTADO
4116184,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,40,4116184,717489.495,1361799.744,,7.86001,-76.6384,12/6/2007,7/7/2018,URBANO,51142793,51142794,CLOSED,PRIMARIA,APARTADO,401-16,7.621,R,4116184-5,4/10/2018,1F,5045,APARTADO
4116188,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,15,4116188,716682.397,1359136.652,,7.83612,-76.64558,12/6/2007,7/7/2018,RURAL,47636909,57687677,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RST,4116188-5,4/10/2018,3F,5045,APARTADO
4116189,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,40,4116189,716478.151,1358352.226,,7.82882,-76.64736,12/6/2007,5/28/2019,RURAL,47636868,57392410,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116189-5,4/10/2018,3F,5045,APARTADO
4116194,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,15,4116194,714735.929,1359903.052,,7.84202,-76.66553,12/6/2007,12/10/2018,RURAL,57915966,57915967,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RST,4116194-5,4/10/2018,3F,5045,APARTADO
4116195,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,15,4116195,714618.763,1361515.594,,7.85729,-76.66439,12/6/2007,7/7/2018,RURAL,47636759,51142956,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RST,4116195-5,4/10/2018,3F,5045,APARTADO
4116196,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,25,4116196,713844.32,1362375.077,,7.86496,-76.67135,12/6/2007,7/7/2018,RURAL,51142985,51142986,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RTS,4116196-5,4/10/2018,3F,5045,APARTADO
4116198,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,15,4116198,712740.566,1362076.467,,7.86225,-76.68144,12/6/2007,7/7/2018,RURAL,51142990,51142991,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,4116198-5,4/10/2018,3F,5045,APARTADO
4116199,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,40,4116199,714289.923,1361961.662,,7.8613,-76.6674,12/6/2007,7/7/2018,RURAL,47636739,51142976,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RTS,4116199-5,4/10/2018,3F,5045,APARTADO
4116202,REGIONAL,ANTIOQUIA,APARTADÓ,,,,AEREO,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,15,4116202,712092.612,1362088.765,,7.86232,-76.68731,12/6/2007,7/7/2018,RURAL,47633423,57392107,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RTS,4116202-5,4/10/2018,3F,5045,APARTADO
4116209,REGIONAL,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,,AEREO,CHIGORODO,403-13,403-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,,4116209,712934.363,1340198.081,,7.66463,-76.67847,12/6/2007,7/7/2018,URBANO,51147749,57167048,CLOSED,PRIMARIA,CHIGORODO,403-13,13.2,RST,4116209-5,2/28/2018,3F,5172,APARTADO
4116229,REGIONAL,ANTIOQUIA,CAREPA,,,,AEREO,CHIGORODO,403-14,403-14,CLOSED,NORMAL,PRIMARIA,7.621,S,15,4116229,714339.168,1347338.566,,7.7292,-76.66627,12/6/2007,5/15/2019,RURAL,47635580,51147910,CLOSED,PRIMARIA,CHIGORODO,403-14,7.621,S,4116229-5,4/11/2018,1F,5147,APARTADO
4116231,REGIONAL,ANTIOQUIA,CAREPA,,,,AEREO,CHIGORODO,403-14,403-14,CLOSED,NORMAL,PRIMARIA,13.2,TSR,10,4116231,714434.883,1347875.843,,7.73407,-76.6653,12/6/2007,1/29/2016,RURAL,57482599,57482601,CLOSED,PRIMARIA,CHIGORODO,403-14,13.2,TSR,4116231-5,4/11/2018,3F,5147,APARTADO
4116243,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,AEREO,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,S,10,4116243,710040.788,1337471.642,,7.63985,-76.70452,12/6/2007,7/7/2018,RURAL,47635856,57171827,CLOSED,PRIMARIA,CHIGORODO,403-16,7.621,S,4116243-5,4/16/2018,1F,5172,APARTADO
4116245,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,AEREO,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,10,4116245,711028.116,1336101.447,,7.62753,-76.6955,12/6/2007,7/7/2018,RURAL,51148222,51148223,CLOSED,PRIMARIA,CHIGORODO,403-16,13.2,RST,4116245-5,4/16/2018,3F,5172,APARTADO
4116246,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,AEREO,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,S,10,4116246,715011.628,1336876.12,,7.63476,-76.65896,12/6/2007,7/7/2018,RURAL,47636366,57673848,CLOSED,PRIMARIA,CHIGORODO,403-16,7.621,S,4116246-5,4/16/2018,1F,5172,APARTADO
