G3E_FID,COMUNA,REGION,GRUPO,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,TENSION_SE,TENSION_CR,CAPACIDAD_,FASES,NRO_TRANSF,NODO_TRANS,MUNICIPIO,BARRIO,FABRICANTE,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,FECHA_ACTU,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,TENSION_S1,TIPO_RED_C,SUBESTACI1,LOCALIZAC1,CIRCUITO_C,CIRCUITO_S,TENSION_CO,FASES_CONN,UBICACION_,NUMERO_FAS,MUNICIPIO_,SUBREGION
7017887,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,120/240,1,37.5,R,475262,465262,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017887,713373.97,1339333.411,,7.65685,-76.67444,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,53155221,57498015,465262,120/240,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,R,465262,1F,5172,APARTADO
7017894,,URABA,,AEREO,PUEBLO BELLO,410-11,PRIMARIA,7.621,240/120,1,37.5,R,125476,478232,TURBO,,ABB,7017894,737896.295,1402826.786,,8.23194,-76.45558,1/23/2008,2/16/2015,4/1/2020,4/10/2018,RURAL,53144959,57261873,478232,240/120,PRIMARIA,PUEBLO BELLO,AEREO,410-11,410-11,7.621,R,478232,1F,5837,TURBO
7017961,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,25,R,460053,460053,APARTADÓ,,,7017961,708842.838,1360372.05,,7.84663,-76.71665,1/23/2008,11/29/2011,7/11/2018,4/3/2018,RURAL,53140844,0,460053,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,R,460053,1F,5045,APARTADO
7017963,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,240/120,1,50,T,136293,460002,CAREPA,,MAGNETRON,7017963,707871.197,1357729.98,,7.82271,-76.7253,1/23/2008,9/3/2017,4/1/2020,4/3/2018,RURAL,53140822,0,460002,240/120,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,T,460002,1F,5147,APARTADO
7017964,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,25,S,460062,460062,CAREPA,,,7017964,707124.572,1358317.338,,7.82798,-76.73209,1/23/2008,1/23/2008,4/1/2020,4/3/2018,RURAL,53140814,0,460062,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,S,460062,1F,5147,APARTADO
7017965,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,10,S,460063,460063,CAREPA,,,7017965,706816.531,1359119.456,,7.8352,-76.73493,1/23/2008,1/23/2008,11/19/2019,4/3/2018,RURAL,53140811,0,460063,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,S,460063,1F,5147,APARTADO
7017966,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,13.2,120/240,1,15,RST,452248,452248,CAREPA,,,7017966,706172.891,1360453.99,,7.84722,-76.74084,1/23/2008,11/25/2011,4/1/2020,4/3/2018,RURAL,53140797,0,452248,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,13.2,RST,452248,3F,5147,APARTADO
7017968,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,50,T,452236,452236,CAREPA,,SIN CARGAR,7017968,705895.429,1360783.949,,7.85014,-76.74331,5/3/2017,1/23/2008,4/1/2020,4/3/2018,RURAL,47637703,57167966,452236,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,T,452236,1F,5147,APARTADO
7017969,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,50,S,12763,452225,CAREPA,,WESTINGHOUSE,7017969,706377.56,1360471.375,,7.8474,-76.73902,5/3/2017,11/25/2011,4/1/2020,4/3/2018,RURAL,57392779,57167933,452225,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,S,452225,1F,5147,APARTADO
7017970,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,37.5,S,452220,452220,CAREPA,,SIN CARGAR,7017970,706425.367,1360418.011,,7.84689,-76.73852,5/3/2017,11/25/2011,11/19/2019,4/3/2018,RURAL,47637723,57167940,452220,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,S,452220,1F,5147,APARTADO
7017971,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,50,S,452218,452218,CAREPA,,SIN CARGAR,7017971,706877.115,1360360.876,,7.84642,-76.73439,5/3/2017,1/23/2008,4/1/2020,4/3/2018,RURAL,53140808,57167943,452218,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,S,452218,1F,5147,APARTADO
7017973,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,15,R,452207,452207,CAREPA,,SIEMENS,7017973,715293.022,1353908.623,,7.78869,-76.6578,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,57372889,57156377,452207,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,452207,1F,5147,APARTADO
7017974,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,120/240,1,30,RS,454026,452208,APARTADÓ,,,7017974,715290.06,1354002.122,,7.78946,-76.65789,1/23/2008,1/23/2008,7/11/2018,4/10/2018,RURAL,57372894,57358296,452208,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,RS,452208,2F,5045,APARTADO
7017976,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,25,T,460091,460091,APARTADÓ,,SIEMENS,7017976,714291.592,1354606.723,,7.79486,-76.66697,1/23/2008,1/23/2008,11/19/2019,4/10/2018,RURAL,57373446,0,460091,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,T,460091,1F,5045,APARTADO
7017978,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,120/240,1,37.5,R,460094,460094,CAREPA,,,7017978,712851.405,1353688.773,,7.78649,-76.67996,1/23/2008,1/23/2008,11/19/2019,4/10/2018,RURAL,47638237,57527464,460094,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,460094,1F,5147,APARTADO
7017979,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,220/127,1,30,TRS,136033,460098,CAREPA,,MAGNETRON,7017979,709129.563,1354083.847,,7.78988,-76.71368,1/23/2008,6/9/2017,4/1/2020,4/10/2018,RURAL,47637926,0,460098,220/127,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,TRS,460098,3F,5147,APARTADO
7017980,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,214/124,1,30,SRT,119124,460097,CAREPA,,MAGNETRON,7017980,709498.917,1354008.027,,7.78919,-76.71034,1/23/2008,9/23/2014,4/1/2020,4/10/2018,RURAL,53141098,0,460097,214/124,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,SRT,460097,3F,5147,APARTADO
7017981,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,13.2,214/124,1,30,TRS,89518,460114,TURBO,,RYMEL,7017981,713588.282,1370170.647,,7.93541,-76.67422,1/23/2008,9/5/2011,11/19/2019,4/16/2018,RURAL,57386478,0,460114,214/124,PRIMARIA,NUEVA COLONIA,AEREO,406-11,405-11,13.2,TRS,460114,3F,5837,TURBO
7017983,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,15,T,452464,452464,CAREPA,,SIEMENS,7017983,708846.93,1355460.723,,7.80227,-76.71633,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,47637892,0,452464,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,T,452464,1F,5147,APARTADO
7017984,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,120/240,1,37.5,R,458031,458031,CAREPA,,,7017984,709008.093,1355272.68,,7.80058,-76.71486,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,53141121,0,458031,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,458031,1F,5147,APARTADO
7017987,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,440/254,1,112.5,SRT,132785,460009,CAREPA,,RYMEL,7017987,712777.58,1353397.519,,7.78347,-76.68021,1/23/2008,9/1/2017,10/3/2018,4/10/2018,RURAL,47638228,57527768,460009,440/254,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,SRT,460009,3F,5147,APARTADO
7017988,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,120/240,1,45,TRS,452447,452447,CAREPA,,,7017988,711817.455,1352950.643,,7.77977,-76.68929,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,53140984,0,452447,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,TRS,452447,3F,5147,APARTADO
7017989,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,15,S,125568,452478,CAREPA,,ABB,7017989,710631.695,1351692.432,,7.76838,-76.69992,1/23/2008,6/8/2015,4/1/2020,4/10/2018,RURAL,53141060,0,452478,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,S,452478,1F,5147,APARTADO
7017990,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,120/240,1,45,TRS,452477,452477,CAREPA,,SIN CARGAR,7017990,711205.123,1351551.487,,7.7671,-76.69475,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,53141042,0,452477,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,TRS,452477,3F,5147,APARTADO
7017991,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,13.2,120/240,1,30,SRT,452448,452448,CAREPA,,SIEMENS,7017991,712348.493,1351523.556,,7.76691,-76.6844,1/23/2008,1/23/2008,11/19/2019,4/10/2018,RURAL,57378697,0,452448,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,13.2,SRT,452448,3F,5147,APARTADO
7017995,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,120/240,1,15,R,452469,452469,CAREPA,,,7017995,708196.866,1352640.536,,7.77676,-76.72206,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,47637819,0,452469,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,452469,1F,5147,APARTADO
7017996,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,10,R,458016,458016,APARTADÓ,,LINE MATERIAL,7017996,711987.374,1356971.217,,7.81609,-76.68797,1/23/2008,1/23/2008,11/19/2019,4/10/2018,RURAL,47638141,0,458016,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,458016,1F,5045,APARTADO
7017997,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,15,R,460017,460017,APARTADÓ,,ABB,7017997,712714.007,1358088.73,,7.82623,-76.68145,1/23/2008,1/23/2008,11/19/2019,4/10/2018,RURAL,47638221,0,460017,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,460017,1F,5045,APARTADO
7017998,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,240/120,1,25,T,460016,460016,APARTADÓ,,Desconocido,7017998,712260.595,1358645.081,,7.83123,-76.68559,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,53140967,0,460016,240/120,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,T,460016,1F,5045,APARTADO
7018001,,URABA,,AEREO,CAREPA,412-13,PRIMARIA,7.621,120/240,1,50,R,452427,750081,CAREPA,,SIN CARGAR,7018001,710079.809,1356742.857,,7.81401,-76.70522,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,53140943,57167399,750081,120/240,PRIMARIA,CAREPA,AEREO,412-13,405-11,7.621,R,750081,1F,5147,APARTADO
7018004,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,10,R,400631,460024,CAREPA,,,7018004,709866.584,1357501.45,,7.82076,-76.70721,1/23/2008,11/28/2011,4/1/2020,4/3/2018,RURAL,53140870,0,460024,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,R,460024,1F,5147,APARTADO
7018005,,URABA,,AEREO,ZUNGO,405-11,PRIMARIA,7.621,120/240,1,25,R,460031,460031,CAREPA,,,7018005,709520.646,1356910.647,,7.81541,-76.71031,1/23/2008,1/23/2008,4/1/2020,4/3/2018,RURAL,57328713,57527519,460031,120/240,PRIMARIA,ZUNGO,AEREO,405-11,405-11,7.621,R,460031,1F,5147,APARTADO
7018008,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,7.621,240/120,1,25,S,77542,460112,CAREPA,,RYMEL,7018008,704856.446,1360435.21,,7.84698,-76.75276,1/23/2008,12/9/2009,4/1/2020,3/17/2018,RURAL,57169544,57169549,460112,240/120,PRIMARIA,ZUNGO,AEREO,405-12,405-12,7.621,S,460112,1F,5147,APARTADO
7018009,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,7.621,120/240,1,15,S,460080,460080,CAREPA,,,7018009,704264.569,1359881.455,,7.84194,-76.75809,1/23/2008,1/23/2008,11/19/2019,3/17/2018,RURAL,57169455,57486344,460080,120/240,PRIMARIA,ZUNGO,AEREO,405-12,405-12,7.621,S,460080,1F,5147,APARTADO
7018010,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,7.621,120/240,1,15,S,460142,460142,CAREPA,,SIN CARGAR,7018010,704280.609,1359934.24,,7.84242,-76.75795,1/23/2008,1/23/2008,10/2/2018,3/17/2018,RURAL,57169456,0,460142,120/240,PRIMARIA,ZUNGO,AEREO,405-12,405-12,7.621,S,460142,1F,5147,APARTADO
7018011,,URABA,,AEREO,CAREPA,412-11,PRIMARIA,7.621,240/120,1,37.5,T,454023,454023,CAREPA,,MAGNETRON,7018011,711017.613,1350005.022,,7.75311,-76.69637,1/23/2008,1/23/2008,4/1/2020,4/10/2018,RURAL,57367966,57169485,454023,240/120,PRIMARIA,CAREPA,AEREO,412-11,405-12,7.621,T,454023,1F,5147,APARTADO
7018012,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,7.621,120/240,1,37.5,S,458024,458024,CAREPA,,,7018012,704731.71,1358704.993,,7.83134,-76.75379,1/23/2008,1/23/2008,11/19/2019,3/17/2018,RURAL,57169522,57592681,458024,120/240,PRIMARIA,ZUNGO,AEREO,405-12,405-12,7.621,S,458024,1F,5147,APARTADO
7018013,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,7.621,240/120,1,15,S,62973,460064,CAREPA,,RYMEL,7018013,704956.968,1359114.046,,7.83505,-76.75177,1/23/2008,8/29/2012,4/1/2020,3/17/2018,RURAL,57169490,57651904,460064,240/120,PRIMARIA,ZUNGO,AEREO,405-12,405-12,7.621,S,460064,1F,5147,APARTADO
7018014,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,7.621,240/120,1,15,S,104230,460065,CAREPA,,SIEMENS,7018014,703427.696,1359378.503,,7.83735,-76.76564,1/23/2008,6/4/2013,4/1/2020,3/17/2018,RURAL,57169594,57527475,460065,240/120,PRIMARIA,ZUNGO,AEREO,405-12,405-12,7.621,S,460065,1F,5147,APARTADO
7018015,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,37.5,S,460145,460145,CAREPA,,SIN CARGAR,7018015,705932.86,1360849.287,,7.85087,-76.74308,1/23/2008,1/23/2008,4/1/2020,4/5/2018,RURAL,57144817,57651755,460145,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-12,7.621,S,460145,1F,5147,APARTADO
7018016,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,13.2,120/240,1,75,RST,452235,452235,CAREPA,,,7018016,706002.96,1360856.632,,7.85085,-76.7424,1/23/2008,1/23/2008,4/1/2020,6/22/2018,RURAL,47638380,57486348,452235,120/240,PRIMARIA,ZUNGO,AEREO,405-12,405-12,13.2,RST,452235,3F,5147,APARTADO
7018017,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,13.2,120/240,1,45,RST,452233,452233,CAREPA,,,7018017,705925.128,1361279.128,,7.85466,-76.74313,1/23/2008,1/23/2008,4/1/2020,3/17/2018,RURAL,53141187,0,452233,120/240,PRIMARIA,ZUNGO,AEREO,405-12,405-12,13.2,RST,452233,3F,5147,APARTADO
7018018,,URABA,,AEREO,ZUNGO,405-12,PRIMARIA,13.2,120/240,1,45,RST,452232,452232,CAREPA,,,7018018,705539.976,1362192.685,,7.86289,-76.74667,1/23/2008,1/23/2008,4/1/2020,3/17/2018,RURAL,53141189,0,452232,120/240,PRIMARIA,ZUNGO,AEREO,405-12,405-12,13.2,RST,452232,3F,5147,APARTADO
7018019,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,13.2,120/240,1,15,TSR,460156,460156,CAREPA,,,7018019,706830.162,1357105.008,,7.81701,-76.73469,1/23/2008,1/23/2008,4/1/2020,4/5/2018,RURAL,53141249,0,460156,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,13.2,TSR,460156,3F,5147,APARTADO
7018020,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,5,T,452095,460149,CAREPA,,,7018020,706131.127,1357198.691,,7.81782,-76.74103,1/23/2008,1/23/2008,10/3/2018,4/5/2018,RURAL,53141439,0,460149,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,T,460149,1F,5147,APARTADO
7018021,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,13.2,120/240,1,75,RST,452450,452454,CAREPA,,,7018021,705992.982,1356115.885,,7.80803,-76.74222,1/23/2008,7/15/2011,12/18/2019,4/5/2018,RURAL,57307110,0,452454,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,13.2,RST,452454,3F,5147,APARTADO
7018023,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,10,S,76687,452455,APARTADÓ,,ABB,7018023,707277.19,1368073.65,,7.91611,-76.73127,1/23/2008,8/19/2009,4/1/2020,4/16/2018,RURAL,53163976,57389408,452455,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,405-13,7.621,S,452455,1F,5045,TURBO
7018024,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,240/120,1,10,S,136140,460007,CAREPA,,MAGNETRON,7018024,704155.21,1354909.316,,7.79703,-76.75879,1/23/2008,4/26/2017,4/1/2020,4/5/2018,RURAL,47638412,0,460007,240/120,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,S,460007,1F,5147,APARTADO
7018025,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,25,S,460056,460056,CAREPA,,,7018025,703221.628,1355250.356,,7.80005,-76.76727,1/23/2008,1/23/2008,4/1/2020,4/5/2018,RURAL,53141330,0,460056,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,S,460056,1F,5147,APARTADO
7018026,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,25,S,458025,458025,CAREPA,,,7018026,703652.056,1353985.124,,7.78865,-76.76329,1/23/2008,1/23/2008,11/19/2019,4/5/2018,RURAL,53141334,0,458025,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,S,458025,1F,5147,APARTADO
7018027,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,10,S,65700,460054,CAREPA,,,7018027,703117.933,1353569.385,,7.78486,-76.76811,1/23/2008,1/23/2008,10/4/2018,4/5/2018,RURAL,47638396,0,460054,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,S,460054,1F,5147,APARTADO
7018028,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,15,S,458027,458027,CAREPA,,,7018028,702076.402,1353993.622,,7.78864,-76.77756,1/23/2008,1/23/2008,4/1/2020,4/5/2018,RURAL,57308105,0,458027,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,S,458027,1F,5147,APARTADO
7018029,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,50,S,452443,452443,CAREPA,,SIN CARGAR,7018029,702965.45,1353018.337,,7.77988,-76.76946,1/23/2008,1/23/2008,11/19/2019,4/5/2018,RURAL,53141340,57167910,452443,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,S,452443,1F,5147,APARTADO
7018030,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,25,R,460078,460078,CAREPA,,,7018030,704927.693,1353257.532,,7.78215,-76.7517,1/23/2008,1/23/2008,12/18/2019,4/5/2018,RURAL,57953297,0,460078,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,R,460078,1F,5147,APARTADO
7018031,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,13.2,120/240,1,45,RST,460077,460077,CAREPA,,,7018031,705281.552,1352915.121,,7.77947,-76.74752,1/23/2008,1/23/2008,4/1/2020,4/5/2018,RURAL,47638470,0,460077,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,13.2,RST,460077,3F,5147,APARTADO
7018032,,URABA,,AEREO,ZUNGO,405-13,PRIMARIA,7.621,120/240,1,5,T,458029,458029,CAREPA,,,7018032,705031.842,1351410.998,,7.76548,-76.75065,1/23/2008,1/23/2008,10/2/2018,4/5/2018,RURAL,53141389,0,458029,120/240,PRIMARIA,ZUNGO,AEREO,405-13,405-13,7.621,T,458029,1F,5147,APARTADO
7018033,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,13.2,BLANCO,1,30,RST,75083,418064,TURBO,,RYMEL,7018033,711408.71,1370448.786,,7.9378,-76.69398,1/23/2008,5/6/2016,11/19/2019,4/16/2018,RURAL,47638943,0,418064,BLANCO,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,13.2,RST,418064,3F,5837,TURBO
7018034,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,13.2,120/240,1,45,RST,418090,418090,TURBO,,Desconocido,7018034,711170.027,1370651.084,,7.93961,-76.69615,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,53141735,0,418090,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,13.2,RST,418090,3F,5837,TURBO
7018035,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,15,R,418070,418070,TURBO,,SIEMENS,7018035,714534.883,1370167.086,,7.93543,-76.66564,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,53141863,0,418070,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,418070,1F,5837,TURBO
7018036,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,13.2,214/124,1,30,TSR,112176,418133,TURBO,,MAGNETRON,7018036,716667.306,1368681.287,,7.92213,-76.64624,1/23/2008,11/7/2014,4/1/2020,4/16/2018,RURAL,47639390,0,418133,214/124,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,13.2,TSR,418133,3F,5837,TURBO
7018038,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,13.2,120/240,1,45,RST,418134,418134,TURBO,,TPL,7018038,717596.013,1368893.603,,7.9241,-76.63783,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,53141944,0,418134,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,13.2,RST,418134,3F,5837,TURBO
7018039,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,120/240,1,37.5,S,418125,418125,APARTADÓ,,,7018039,715148.034,1366769.761,,7.90478,-76.65989,1/23/2008,1/23/2008,10/18/2019,4/16/2018,RURAL,53141905,0,418125,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,S,418125,1F,5045,TURBO
7018040,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,120/240,1,25,S,418075,418075,APARTADÓ,,,7018040,711356.327,1367204.638,,7.90849,-76.69427,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,53141897,0,418075,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,S,418075,1F,5045,TURBO
7018041,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,50,R,400422,400422,TURBO,,MAGNETRON,7018041,718897.077,1369552.218,,7.93033,-76.62608,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,47689428,57428690,400422,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,400422,1F,5837,TURBO
7018042,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,37.5,R,45510,400423,TURBO,,RYMEL,7018042,718866.689,1369589.907,,7.93043,-76.62639,1/23/2008,11/5/2010,4/1/2020,4/16/2018,RURAL,53141576,57428675,400423,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,401-11,7.621,R,400423,1F,5837,TURBO
7018043,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,37.5,R,400508,400508,TURBO,,RYMEL,7018043,718920.513,1369530.016,,7.93012,-76.62589,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,53141570,57428648,400508,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,400508,1F,5837,TURBO
7018044,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,37.5,R,418060,418060,TURBO,,FBM,7018044,712241.04,1371898.665,,7.95094,-76.68652,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,53141482,0,418060,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,418060,1F,5837,TURBO
7018045,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,120/240,1,50,S,418058,418058,TURBO,,SIN CARGAR,7018045,709872.463,1372519.435,,7.95641,-76.70802,1/23/2008,1/23/2008,9/17/2014,4/16/2018,RURAL,47638735,0,418058,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,S,418058,1F,5837,TURBO
7018047,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,37.5,R,418055,418055,TURBO,,SIEMENS,7018047,710681.324,1373573.686,,7.96598,-76.70075,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,53141731,0,418055,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,418055,1F,5837,TURBO
7018049,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,10,R,90588,418050,TURBO,,MAGNETRON,7018049,714158.521,1370039.699,,7.93426,-76.66904,1/23/2008,5/22/2012,11/19/2019,4/16/2018,RURAL,57387101,0,418050,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,418050,1F,5837,TURBO
7018050,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,15,R,418053,418053,TURBO,,SIEMENS,7018050,708147.703,1374534.598,,7.97435,-76.72381,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,57382953,57868688,418053,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,406-11,7.621,R,418053,1F,5837,TURBO
