,Circuit,Nombre_municipio,day,Month,District,ServiceType,NumberOT
383,401-11,APARTADÓ,24,10,Apartado TyD,Mantenimiento Energía,1
384,401-11,APARTADÓ,24,11,Apartado TyD,Daños Energía,1
385,401-11,APARTADÓ,24,12,Apartado TyD,Daños Energía,4
386,401-11,APARTADÓ,25,1,Apartado TyD,Daños Energía,4
387,401-11,APARTADÓ,25,1,Apartado TyD,Mantenimiento Energía,9
388,401-11,APARTADÓ,25,2,Apartado TyD,Daños Energía,3
389,401-11,APARTADÓ,25,3,Apartado TyD,Daños Energía,1
390,401-11,APARTADÓ,25,3,Apartado TyD,Mantenimiento Energía,2
391,401-11,APARTADÓ,25,4,Apartado TyD,Daños Energía,2
392,401-11,APARTADÓ,25,5,Apartado TyD,Daños Energía,2
393,401-11,APARTADÓ,25,6,Apartado TyD,Daños Energía,10
394,401-11,APARTADÓ,25,7,Apartado TyD,Daños Energía,2
395,401-11,APARTADÓ,25,7,Apartado TyD,Mantenimiento Energía,1
396,401-11,APARTADÓ,25,8,Apartado TyD,Daños Energía,2
397,401-11,APARTADÓ,25,9,Apartado TyD,Daños Energía,3
398,401-11,APARTADÓ,25,9,Apartado TyD,Mantenimiento Energía,3
399,401-11,APARTADÓ,25,10,Apartado TyD,Daños Energía,2
400,401-11,APARTADÓ,25,10,Apartado TyD,Mantenimiento Energía,3
401,401-11,APARTADÓ,25,11,Apartado TyD,Daños Energía,3
402,401-11,APARTADÓ,25,12,Apartado TyD,Mantenimiento Energía,1
403,401-11,APARTADÓ,26,1,Apartado TyD,Daños Energía,1
404,401-11,APARTADÓ,26,1,Apartado TyD,Mantenimiento Energía,1
405,401-11,APARTADÓ,26,2,Apartado TyD,Daños Energía,5
406,401-11,APARTADÓ,26,2,Apartado TyD,Mantenimiento Energía,1
407,401-11,APARTADÓ,26,3,Apartado TyD,Daños Energía,5
408,401-11,APARTADÓ,26,3,Apartado TyD,Mantenimiento Energía,2
409,401-11,APARTADÓ,26,4,Apartado TyD,Daños Energía,2
410,401-11,APARTADÓ,26,4,Apartado TyD,Mantenimiento Energía,1
411,401-11,APARTADÓ,26,5,Apartado TyD,Daños Energía,4
412,401-11,APARTADÓ,26,5,Apartado TyD,Mantenimiento Energía,1
413,401-11,APARTADÓ,26,6,Apartado TyD,Daños Energía,11
414,401-11,APARTADÓ,26,7,Apartado TyD,Daños Energía,3
415,401-11,APARTADÓ,26,8,Apartado TyD,Daños Energía,2
416,401-11,APARTADÓ,26,9,Apartado TyD,Daños Energía,4
417,401-11,APARTADÓ,26,9,Apartado TyD,Mantenimiento Energía,2
418,401-11,APARTADÓ,26,10,Apartado TyD,Daños Energía,2
419,401-11,APARTADÓ,26,11,Apartado TyD,Daños Energía,3
420,401-11,APARTADÓ,26,12,Apartado TyD,Daños Energía,1
421,401-11,APARTADÓ,26,12,Apartado TyD,Mantenimiento Energía,1
422,401-11,APARTADÓ,27,1,Apartado TyD,Daños Energía,1
423,401-11,APARTADÓ,27,1,Apartado TyD,Mantenimiento Energía,4
424,401-11,APARTADÓ,27,2,Apartado TyD,Daños Energía,4
425,401-11,APARTADÓ,27,2,Apartado TyD,Mantenimiento Energía,4
426,401-11,APARTADÓ,27,3,Apartado TyD,Daños Energía,3
427,401-11,APARTADÓ,27,4,Apartado TyD,Daños Energía,3
428,401-11,APARTADÓ,27,5,Apartado TyD,Daños Energía,4
429,401-11,APARTADÓ,27,5,Apartado TyD,Mantenimiento Energía,6
430,401-11,APARTADÓ,27,6,Apartado TyD,Daños Energía,5
431,401-11,APARTADÓ,27,6,Apartado TyD,Mantenimiento Energía,3
432,401-11,APARTADÓ,27,7,Apartado TyD,Daños Energía,2
433,401-11,APARTADÓ,27,8,Apartado TyD,Daños Energía,4
434,401-11,APARTADÓ,27,9,Apartado TyD,Daños Energía,6
435,401-11,APARTADÓ,27,9,Apartado TyD,Mantenimiento Energía,1
436,401-11,APARTADÓ,27,10,Apartado TyD,Daños Energía,1
437,401-11,APARTADÓ,27,11,Apartado TyD,Daños Energía,1
438,401-11,APARTADÓ,27,11,Apartado TyD,Mantenimiento Energía,1
439,401-11,APARTADÓ,27,12,Apartado TyD,Mantenimiento Energía,1
440,401-11,APARTADÓ,28,1,Apartado TyD,Daños Energía,1
441,401-11,APARTADÓ,28,1,Apartado TyD,Mantenimiento Energía,4
442,401-11,APARTADÓ,28,2,Apartado TyD,Daños Energía,6
443,401-11,APARTADÓ,28,3,Apartado TyD,Daños Energía,2
444,401-11,APARTADÓ,28,3,Apartado TyD,Mantenimiento Energía,2
445,401-11,APARTADÓ,28,4,Apartado TyD,Daños Energía,1
446,401-11,APARTADÓ,28,5,Apartado TyD,Daños Energía,3
447,401-11,APARTADÓ,28,6,Apartado TyD,Daños Energía,6
448,401-11,APARTADÓ,28,7,Apartado TyD,Daños Energía,1
449,401-11,APARTADÓ,28,8,Apartado TyD,Daños Energía,18
450,401-11,APARTADÓ,28,9,Apartado TyD,Daños Energía,1
451,401-11,APARTADÓ,28,9,Apartado TyD,Mantenimiento Energía,1
452,401-11,APARTADÓ,28,10,Apartado TyD,Daños Energía,4
453,401-11,APARTADÓ,28,10,Apartado TyD,Mantenimiento Energía,3
454,401-11,APARTADÓ,28,11,Apartado TyD,Daños Energía,3
455,401-11,APARTADÓ,29,1,Apartado TyD,Daños Energía,6
456,401-11,APARTADÓ,29,1,Apartado TyD,Mantenimiento Energía,4
457,401-11,APARTADÓ,29,3,Apartado TyD,Daños Energía,2
458,401-11,APARTADÓ,29,3,Apartado TyD,Mantenimiento Energía,22
459,401-11,APARTADÓ,29,4,Apartado TyD,Daños Energía,8
460,401-11,APARTADÓ,29,4,Apartado TyD,Mantenimiento Energía,3
461,401-11,APARTADÓ,29,5,Apartado TyD,Daños Energía,2
462,401-11,APARTADÓ,29,6,Apartado TyD,Daños Energía,3
463,401-11,APARTADÓ,29,6,Apartado TyD,Mantenimiento Energía,1
464,401-11,APARTADÓ,29,7,Apartado TyD,Daños Energía,3
465,401-11,APARTADÓ,29,8,Apartado TyD,Daños Energía,4
466,401-11,APARTADÓ,29,8,Apartado TyD,Mantenimiento Energía,1
467,401-11,APARTADÓ,29,9,Apartado TyD,Daños Energía,2
468,401-11,APARTADÓ,29,10,Apartado TyD,Daños Energía,11
469,401-11,APARTADÓ,29,10,Apartado TyD,Mantenimiento Energía,2
470,401-11,APARTADÓ,29,11,Apartado TyD,Daños Energía,1
471,401-11,APARTADÓ,30,1,Apartado TyD,Daños Energía,5
472,401-11,APARTADÓ,30,3,Apartado TyD,Daños Energía,3
473,401-11,APARTADÓ,30,4,Apartado TyD,Daños Energía,8
474,401-11,APARTADÓ,30,4,Apartado TyD,Mantenimiento Energía,1
475,401-11,APARTADÓ,30,5,Apartado TyD,Daños Energía,3
476,401-11,APARTADÓ,30,7,Apartado TyD,Daños Energía,4
477,401-11,APARTADÓ,30,7,Apartado TyD,Mantenimiento Energía,1
478,401-11,APARTADÓ,30,8,Apartado TyD,Daños Energía,11
479,401-11,APARTADÓ,30,9,Apartado TyD,Daños Energía,1
480,401-11,APARTADÓ,30,9,Apartado TyD,Mantenimiento Energía,4
481,401-11,APARTADÓ,30,10,Apartado TyD,Daños Energía,5
482,401-11,APARTADÓ,30,10,Apartado TyD,Mantenimiento Energía,1
483,401-11,APARTADÓ,30,11,Apartado TyD,Daños Energía,5
484,401-11,APARTADÓ,30,12,Apartado TyD,Daños Energía,2
485,401-11,APARTADÓ,31,1,Apartado TyD,Daños Energía,6
486,401-11,APARTADÓ,31,1,Apartado TyD,Mantenimiento Energía,1
487,401-11,APARTADÓ,31,5,Apartado TyD,Daños Energía,2
488,401-11,APARTADÓ,31,5,Apartado TyD,Mantenimiento Energía,4
489,401-11,APARTADÓ,31,7,Apartado TyD,Daños Energía,5
490,401-11,APARTADÓ,31,8,Apartado TyD,Daños Energía,2
491,401-11,APARTADÓ,31,10,Apartado TyD,Daños Energía,6
492,401-11,APARTADÓ,31,10,Apartado TyD,Mantenimiento Energía,3
493,401-11,APARTADÓ,31,12,Apartado TyD,Daños Energía,2
494,401-11,ARBOLETES,6,2,Apartado TyD,Mantenimiento Energía,1
495,401-11,ARBOLETES,6,9,Apartado TyD,Daños Energía,1
496,401-11,ARBOLETES,8,1,Apartado TyD,Mantenimiento Energía,1
497,401-11,ARBOLETES,12,3,Apartado TyD,Daños Energía,1
498,401-11,ARBOLETES,20,12,Apartado TyD,Mantenimiento Energía,2
499,401-11,ARBOLETES,28,6,Apartado TyD,Daños Energía,2
500,401-11,ARBOLETES,28,9,Apartado TyD,Mantenimiento Energía,1
501,401-11,CAREPA,16,6,Apartado TyD,Daños Energía,1
502,401-11,CHIGORODÓ,3,2,Apartado TyD,Daños Energía,1
503,401-11,CHIGORODÓ,27,6,Apartado TyD,Daños Energía,1
504,401-11,CHIGORODÓ,28,6,Apartado TyD,Daños Energía,1
505,401-11,MEDELLÍN,4,12,Apartado TyD,Daños Energía,2
506,401-11,MEDELLÍN,17,10,Apartado TyD,Mantenimiento Energía,2
507,401-11,MEDELLÍN,19,5,Apartado TyD,Mantenimiento Energía,2
508,401-11,MEDELLÍN,24,5,Apartado TyD,Mantenimiento Energía,2
509,401-11,NECOCLÍ,19,6,Turbo TyD,Daños Energía,1
510,401-11,NECOCLÍ,20,4,Apartado TyD,Daños Energía,1
511,401-11,NECOCLÍ,22,9,Apartado TyD,Daños Energía,1
512,401-11,SAN JUAN DE URABÁ,11,3,Apartado TyD,Daños Energía,1
513,401-11,SAN PEDRO DE URABÁ,20,12,Apartado TyD,Mantenimiento Energía,1
514,401-11,SAN PEDRO DE URABÁ,26,6,Apartado TyD,Daños Energía,1
515,401-11,TURBO,1,3,Apartado TyD,Mantenimiento Energía,1
516,401-11,TURBO,7,5,Apartado TyD,Mantenimiento Energía,1
517,401-11,TURBO,8,1,Apartado TyD,Mantenimiento Energía,2
518,401-11,TURBO,8,3,Apartado TyD,Mantenimiento Energía,1
519,401-11,TURBO,9,1,Apartado TyD,Mantenimiento Energía,3
520,401-11,TURBO,9,12,Apartado TyD,Mantenimiento Energía,1
521,401-11,TURBO,14,4,Apartado TyD,Mantenimiento Energía,1
522,401-11,TURBO,20,12,Apartado TyD,Mantenimiento Energía,1
523,401-11,TURBO,22,2,Apartado TyD,Mantenimiento Energía,1
524,401-11,TURBO,28,2,Apartado TyD,Mantenimiento Energía,1
525,401-11,TURBO,28,9,Apartado TyD,Mantenimiento Energía,1
526,401-12,APARTADÓ,1,2,Apartado TyD,Daños Energía,3
527,401-12,APARTADÓ,1,3,Apartado TyD,Daños Energía,1
528,401-12,APARTADÓ,1,5,Apartado TyD,Daños Energía,1
529,401-12,APARTADÓ,1,6,Apartado TyD,Daños Energía,1
530,401-12,APARTADÓ,1,8,Apartado TyD,Daños Energía,3
531,401-12,APARTADÓ,1,9,Apartado TyD,Daños Energía,2
532,401-12,APARTADÓ,1,12,Apartado TyD,Daños Energía,2
533,401-12,APARTADÓ,2,1,Apartado TyD,Daños Energía,2
534,401-12,APARTADÓ,2,2,Apartado TyD,Daños Energía,2
535,401-12,APARTADÓ,2,4,Apartado TyD,Daños Energía,2
536,401-12,APARTADÓ,2,5,Apartado TyD,Daños Energía,4
537,401-12,APARTADÓ,2,6,Apartado TyD,Daños Energía,1
538,401-12,APARTADÓ,2,7,Apartado TyD,Daños Energía,1
539,401-12,APARTADÓ,2,8,Apartado TyD,Daños Energía,1
540,401-12,APARTADÓ,2,9,Apartado TyD,Daños Energía,1
541,401-12,APARTADÓ,2,11,Apartado TyD,Daños Energía,1
542,401-12,APARTADÓ,2,12,Apartado TyD,Daños Energía,1
543,401-12,APARTADÓ,3,1,Apartado TyD,Daños Energía,1
544,401-12,APARTADÓ,3,4,Apartado TyD,Daños Energía,2
545,401-12,APARTADÓ,3,6,Apartado TyD,Daños Energía,2
546,401-12,APARTADÓ,3,7,Apartado TyD,Daños Energía,1
547,401-12,APARTADÓ,3,10,Apartado TyD,Daños Energía,2
548,401-12,APARTADÓ,4,2,Apartado TyD,Daños Energía,1
549,401-12,APARTADÓ,4,4,Apartado TyD,Daños Energía,1
550,401-12,APARTADÓ,4,6,Apartado TyD,Mantenimiento Energía,1
551,401-12,APARTADÓ,4,8,Apartado TyD,Daños Energía,1
552,401-12,APARTADÓ,4,9,Apartado TyD,Daños Energía,1
553,401-12,APARTADÓ,4,12,Apartado TyD,Daños Energía,3
554,401-12,APARTADÓ,5,1,Apartado TyD,Daños Energía,3
555,401-12,APARTADÓ,5,8,Apartado TyD,Mantenimiento Energía,4
556,401-12,APARTADÓ,5,9,Apartado TyD,Daños Energía,1
557,401-12,APARTADÓ,5,10,Apartado TyD,Daños Energía,3
558,401-12,APARTADÓ,5,11,Apartado TyD,Daños Energía,1
559,401-12,APARTADÓ,6,3,Apartado TyD,Daños Energía,1
560,401-12,APARTADÓ,6,4,Apartado TyD,Daños Energía,2
561,401-12,APARTADÓ,6,5,Apartado TyD,Daños Energía,4
562,401-12,APARTADÓ,6,6,Apartado TyD,Mantenimiento Energía,11
563,401-12,APARTADÓ,6,7,Apartado TyD,Daños Energía,1
564,401-12,APARTADÓ,6,8,Apartado TyD,Daños Energía,1
565,401-12,APARTADÓ,6,8,Apartado TyD,Mantenimiento Energía,1
566,401-12,APARTADÓ,6,9,Apartado TyD,Daños Energía,2
567,401-12,APARTADÓ,6,10,Apartado TyD,Daños Energía,1
568,401-12,APARTADÓ,7,3,Apartado TyD,Mantenimiento Energía,2
569,401-12,APARTADÓ,7,5,Apartado TyD,Daños Energía,1
570,401-12,APARTADÓ,7,6,Apartado TyD,Daños Energía,1
571,401-12,APARTADÓ,7,7,Apartado TyD,Daños Energía,1
572,401-12,APARTADÓ,7,9,Apartado TyD,Mantenimiento Energía,1
573,401-12,APARTADÓ,8,1,Apartado TyD,Daños Energía,5
574,401-12,APARTADÓ,8,2,Apartado TyD,Daños Energía,1
575,401-12,APARTADÓ,8,4,Apartado TyD,Daños Energía,3
576,401-12,APARTADÓ,8,4,Apartado TyD,Mantenimiento Energía,1
577,401-12,APARTADÓ,8,5,Apartado TyD,Mantenimiento Energía,1
578,401-12,APARTADÓ,8,8,Apartado TyD,Daños Energía,1
579,401-12,APARTADÓ,8,9,Apartado TyD,Daños Energía,1
580,401-12,APARTADÓ,8,11,Apartado TyD,Daños Energía,3
581,401-12,APARTADÓ,8,12,Apartado TyD,Daños Energía,1
582,401-12,APARTADÓ,9,1,Apartado TyD,Daños Energía,2
583,401-12,APARTADÓ,9,2,Apartado TyD,Daños Energía,1
584,401-12,APARTADÓ,9,4,Apartado TyD,Daños Energía,1
585,401-12,APARTADÓ,9,6,Apartado TyD,Daños Energía,1
586,401-12,APARTADÓ,9,7,Apartado TyD,Daños Energía,1
587,401-12,APARTADÓ,9,8,Apartado TyD,Daños Energía,2
588,401-12,APARTADÓ,9,9,Apartado TyD,Daños Energía,1
589,401-12,APARTADÓ,9,10,Apartado TyD,Daños Energía,1
590,401-12,APARTADÓ,9,11,Apartado TyD,Daños Energía,1
591,401-12,APARTADÓ,9,12,Apartado TyD,Daños Energía,2
592,401-12,APARTADÓ,10,1,Apartado TyD,Daños Energía,1
593,401-12,APARTADÓ,10,2,Apartado TyD,Daños Energía,1
594,401-12,APARTADÓ,10,6,Apartado TyD,Daños Energía,3
595,401-12,APARTADÓ,10,7,Apartado TyD,Daños Energía,1
596,401-12,APARTADÓ,10,8,Apartado TyD,Daños Energía,2
597,401-12,APARTADÓ,10,9,Apartado TyD,Daños Energía,2
598,401-12,APARTADÓ,11,1,Apartado TyD,Daños Energía,2
599,401-12,APARTADÓ,11,2,Apartado TyD,Daños Energía,2
600,401-12,APARTADÓ,11,2,Apartado TyD,Mantenimiento Energía,1
601,401-12,APARTADÓ,11,4,Apartado TyD,Daños Energía,1
602,401-12,APARTADÓ,11,5,Apartado TyD,Daños Energía,1
603,401-12,APARTADÓ,11,9,Apartado TyD,Daños Energía,2
604,401-12,APARTADÓ,11,10,Apartado TyD,Daños Energía,1
605,401-12,APARTADÓ,11,11,Apartado TyD,Daños Energía,1
606,401-12,APARTADÓ,11,12,Apartado TyD,Mantenimiento Energía,3
607,401-12,APARTADÓ,12,1,Apartado TyD,Daños Energía,3
608,401-12,APARTADÓ,12,2,Apartado TyD,Daños Energía,2
609,401-12,APARTADÓ,12,3,Apartado TyD,Daños Energía,1
610,401-12,APARTADÓ,12,5,Apartado TyD,Daños Energía,1
611,401-12,APARTADÓ,12,7,Apartado TyD,Daños Energía,4
612,401-12,APARTADÓ,12,8,Apartado TyD,Daños Energía,3
613,401-12,APARTADÓ,12,9,Apartado TyD,Daños Energía,1
614,401-12,APARTADÓ,12,9,Apartado TyD,Mantenimiento Energía,2
615,401-12,APARTADÓ,12,10,Apartado TyD,Daños Energía,2
616,401-12,APARTADÓ,12,11,Apartado TyD,Daños Energía,1
617,401-12,APARTADÓ,12,12,Apartado TyD,Daños Energía,1
618,401-12,APARTADÓ,13,5,Apartado TyD,Daños Energía,1
619,401-12,APARTADÓ,13,6,Apartado TyD,Daños Energía,2
620,401-12,APARTADÓ,13,7,Apartado TyD,Daños Energía,1
621,401-12,APARTADÓ,13,8,Apartado TyD,Daños Energía,2
622,401-12,APARTADÓ,13,9,Apartado TyD,Daños Energía,1
623,401-12,APARTADÓ,13,9,Apartado TyD,Mantenimiento Energía,1
624,401-12,APARTADÓ,13,10,Apartado TyD,Daños Energía,4
625,401-12,APARTADÓ,13,11,Apartado TyD,Daños Energía,1
626,401-12,APARTADÓ,14,1,Apartado TyD,Daños Energía,2
627,401-12,APARTADÓ,14,6,Apartado TyD,Daños Energía,1
628,401-12,APARTADÓ,14,7,Apartado TyD,Daños Energía,1
629,401-12,APARTADÓ,14,11,Apartado TyD,Daños Energía,2
630,401-12,APARTADÓ,14,12,Apartado TyD,Daños Energía,1
631,401-12,APARTADÓ,15,1,Apartado TyD,Daños Energía,1
632,401-12,APARTADÓ,15,2,Apartado TyD,Daños Energía,2
633,401-12,APARTADÓ,15,3,Apartado TyD,Daños Energía,2
634,401-12,APARTADÓ,15,5,Apartado TyD,Daños Energía,2
635,401-12,APARTADÓ,15,6,Apartado TyD,Daños Energía,3
636,401-12,APARTADÓ,15,7,Apartado TyD,Daños Energía,3
637,401-12,APARTADÓ,15,10,Apartado TyD,Daños Energía,1
638,401-12,APARTADÓ,15,11,Apartado TyD,Daños Energía,2
639,401-12,APARTADÓ,15,12,Apartado TyD,Daños Energía,1
640,401-12,APARTADÓ,16,1,Apartado TyD,Daños Energía,1
641,401-12,APARTADÓ,16,2,Apartado TyD,Daños Energía,2
642,401-12,APARTADÓ,16,3,Apartado TyD,Daños Energía,1
643,401-12,APARTADÓ,16,8,Apartado TyD,Daños Energía,1
644,401-12,APARTADÓ,16,9,Apartado TyD,Daños Energía,4
645,401-12,APARTADÓ,16,10,Apartado TyD,Daños Energía,3
646,401-12,APARTADÓ,17,1,Apartado TyD,Daños Energía,1
647,401-12,APARTADÓ,17,4,Apartado TyD,Daños Energía,1
648,401-12,APARTADÓ,17,5,Apartado TyD,Daños Energía,2
649,401-12,APARTADÓ,17,6,Apartado TyD,Daños Energía,3
650,401-12,APARTADÓ,17,7,Apartado TyD,Daños Energía,3
651,401-12,APARTADÓ,17,9,Apartado TyD,Daños Energía,1
652,401-12,APARTADÓ,17,12,Apartado TyD,Daños Energía,1
653,401-12,APARTADÓ,18,1,Apartado TyD,Daños Energía,1
654,401-12,APARTADÓ,18,4,Apartado TyD,Daños Energía,2
655,401-12,APARTADÓ,18,4,Apartado TyD,Mantenimiento Energía,1
656,401-12,APARTADÓ,18,6,Apartado TyD,Daños Energía,3
657,401-12,APARTADÓ,18,8,Apartado TyD,Daños Energía,2
658,401-12,APARTADÓ,18,9,Apartado TyD,Daños Energía,1
659,401-12,APARTADÓ,18,11,Apartado TyD,Mantenimiento Energía,1
660,401-12,APARTADÓ,18,12,Apartado TyD,Daños Energía,6
661,401-12,APARTADÓ,19,2,Apartado TyD,Daños Energía,1
662,401-12,APARTADÓ,19,3,Apartado TyD,Daños Energía,9
663,401-12,APARTADÓ,19,4,Apartado TyD,Daños Energía,2
664,401-12,APARTADÓ,19,5,Apartado TyD,Daños Energía,2
665,401-12,APARTADÓ,19,6,Apartado TyD,Daños Energía,1
666,401-12,APARTADÓ,19,7,Apartado TyD,Daños Energía,1
667,401-12,APARTADÓ,19,8,Apartado TyD,Daños Energía,1
668,401-12,APARTADÓ,19,11,Apartado TyD,Daños Energía,3
669,401-12,APARTADÓ,20,3,Apartado TyD,Daños Energía,5
670,401-12,APARTADÓ,20,4,Apartado TyD,Daños Energía,4
671,401-12,APARTADÓ,20,5,Apartado TyD,Mantenimiento Energía,2
672,401-12,APARTADÓ,20,6,Apartado TyD,Daños Energía,1
673,401-12,APARTADÓ,20,8,Apartado TyD,Daños Energía,1
674,401-12,APARTADÓ,20,9,Apartado TyD,Daños Energía,2
675,401-12,APARTADÓ,20,10,Apartado TyD,Daños Energía,1
676,401-12,APARTADÓ,20,12,Apartado TyD,Daños Energía,1
677,401-12,APARTADÓ,21,1,Apartado TyD,Daños Energía,1
678,401-12,APARTADÓ,21,2,Apartado TyD,Daños Energía,1
679,401-12,APARTADÓ,21,3,Apartado TyD,Daños Energía,3
680,401-12,APARTADÓ,21,5,Apartado TyD,Daños Energía,1
681,401-12,APARTADÓ,21,6,Apartado TyD,Daños Energía,2
682,401-12,APARTADÓ,21,11,Apartado TyD,Mantenimiento Energía,1
683,401-12,APARTADÓ,21,12,Apartado TyD,Daños Energía,1
684,401-12,APARTADÓ,22,1,Apartado TyD,Daños Energía,2
685,401-12,APARTADÓ,22,3,Apartado TyD,Daños Energía,2
686,401-12,APARTADÓ,22,4,Apartado TyD,Daños Energía,4
687,401-12,APARTADÓ,22,7,Apartado TyD,Daños Energía,1
688,401-12,APARTADÓ,22,10,Apartado TyD,Daños Energía,3
689,401-12,APARTADÓ,22,11,Apartado TyD,Daños Energía,1
690,401-12,APARTADÓ,23,1,Apartado TyD,Daños Energía,1
691,401-12,APARTADÓ,23,2,Apartado TyD,Daños Energía,3
692,401-12,APARTADÓ,23,4,Apartado TyD,Daños Energía,2
693,401-12,APARTADÓ,23,9,Apartado TyD,Daños Energía,1
694,401-12,APARTADÓ,23,10,Apartado TyD,Daños Energía,1
695,401-12,APARTADÓ,23,10,Apartado TyD,Mantenimiento Energía,3
696,401-12,APARTADÓ,24,1,Apartado TyD,Daños Energía,3
697,401-12,APARTADÓ,24,7,Apartado TyD,Daños Energía,6
698,401-12,APARTADÓ,24,8,Apartado TyD,Daños Energía,1
699,401-12,APARTADÓ,24,9,Apartado TyD,Daños Energía,3
700,401-12,APARTADÓ,24,10,Apartado TyD,Daños Energía,4
701,401-12,APARTADÓ,24,10,Apartado TyD,Mantenimiento Energía,2
702,401-12,APARTADÓ,24,11,Apartado TyD,Daños Energía,1
703,401-12,APARTADÓ,24,12,Apartado TyD,Daños Energía,2
704,401-12,APARTADÓ,25,2,Apartado TyD,Daños Energía,2
705,401-12,APARTADÓ,25,4,Apartado TyD,Daños Energía,2
706,401-12,APARTADÓ,25,5,Apartado TyD,Daños Energía,1
707,401-12,APARTADÓ,25,7,Apartado TyD,Daños Energía,1
708,401-12,APARTADÓ,25,9,Apartado TyD,Daños Energía,1
709,401-12,APARTADÓ,25,10,Apartado TyD,Daños Energía,1
710,401-12,APARTADÓ,25,11,Apartado TyD,Daños Energía,2
711,401-12,APARTADÓ,26,1,Apartado TyD,Daños Energía,3
712,401-12,APARTADÓ,26,3,Apartado TyD,Daños Energía,4
713,401-12,APARTADÓ,26,4,Apartado TyD,Mantenimiento Energía,1
714,401-12,APARTADÓ,26,5,Apartado TyD,Daños Energía,1
715,401-12,APARTADÓ,26,6,Apartado TyD,Daños Energía,1
716,401-12,APARTADÓ,26,9,Apartado TyD,Daños Energía,1
717,401-12,APARTADÓ,26,10,Apartado TyD,Daños Energía,2
718,401-12,APARTADÓ,26,11,Apartado TyD,Daños Energía,3
719,401-12,APARTADÓ,26,12,Apartado TyD,Daños Energía,3
720,401-12,APARTADÓ,27,1,Apartado TyD,Daños Energía,1
721,401-12,APARTADÓ,27,2,Apartado TyD,Daños Energía,2
722,401-12,APARTADÓ,27,3,Apartado TyD,Mantenimiento Energía,1
723,401-12,APARTADÓ,27,4,Apartado TyD,Daños Energía,1
724,401-12,APARTADÓ,27,5,Apartado TyD,Daños Energía,1
725,401-12,APARTADÓ,27,6,Apartado TyD,Daños Energía,1
726,401-12,APARTADÓ,27,7,Apartado TyD,Daños Energía,1
727,401-12,APARTADÓ,27,8,Apartado TyD,Daños Energía,4
728,401-12,APARTADÓ,27,9,Apartado TyD,Daños Energía,2
729,401-12,APARTADÓ,27,12,Apartado TyD,Daños Energía,1
730,401-12,APARTADÓ,28,1,Apartado TyD,Daños Energía,2
731,401-12,APARTADÓ,28,2,Apartado TyD,Daños Energía,6
732,401-12,APARTADÓ,28,3,Apartado TyD,Daños Energía,2
733,401-12,APARTADÓ,28,5,Apartado TyD,Daños Energía,1
734,401-12,APARTADÓ,28,6,Apartado TyD,Daños Energía,1
735,401-12,APARTADÓ,28,7,Apartado TyD,Daños Energía,1
736,401-12,APARTADÓ,28,8,Apartado TyD,Daños Energía,1
737,401-12,APARTADÓ,28,8,Apartado TyD,Mantenimiento Energía,1
738,401-12,APARTADÓ,28,10,Apartado TyD,Daños Energía,1
739,401-12,APARTADÓ,28,11,Apartado TyD,Daños Energía,3
740,401-12,APARTADÓ,28,12,Apartado TyD,Daños Energía,1
741,401-12,APARTADÓ,29,1,Apartado TyD,Daños Energía,2
742,401-12,APARTADÓ,29,3,Apartado TyD,Daños Energía,3
743,401-12,APARTADÓ,29,5,Apartado TyD,Daños Energía,1
744,401-12,APARTADÓ,29,6,Apartado TyD,Daños Energía,2
745,401-12,APARTADÓ,29,8,Apartado TyD,Daños Energía,2
746,401-12,APARTADÓ,29,11,Apartado TyD,Mantenimiento Energía,2
747,401-12,APARTADÓ,30,1,Apartado TyD,Daños Energía,2
748,401-12,APARTADÓ,30,4,Apartado TyD,Daños Energía,4
749,401-12,APARTADÓ,30,5,Apartado TyD,Daños Energía,2
750,401-12,APARTADÓ,30,7,Apartado TyD,Daños Energía,3
751,401-12,APARTADÓ,30,8,Apartado TyD,Daños Energía,1
752,401-12,APARTADÓ,30,8,Apartado TyD,Mantenimiento Energía,1
753,401-12,APARTADÓ,30,10,Apartado TyD,Daños Energía,2
754,401-12,APARTADÓ,31,1,Apartado TyD,Daños Energía,2
755,401-12,APARTADÓ,31,3,Apartado TyD,Daños Energía,1
756,401-12,APARTADÓ,31,5,Apartado TyD,Daños Energía,1
757,401-12,CHIGORODÓ,3,4,Apartado TyD,Daños Energía,1
758,401-12,CHIGORODÓ,6,6,Apartado TyD,Mantenimiento Energía,2
759,401-12,CHIGORODÓ,16,6,Apartado TyD,Daños Energía,1
760,401-12,CHIGORODÓ,18,10,Apartado TyD,Daños Energía,1
761,401-12,CHIGORODÓ,18,12,Apartado TyD,Daños Energía,1
762,401-12,CHIGORODÓ,23,4,Apartado TyD,Daños Energía,1
763,401-12,MEDELLÍN,4,12,Apartado TyD,Daños Energía,2
764,401-12,MUTATÁ,18,9,Apartado TyD,Mantenimiento Energía,1
