,Nombre_municipio,Month,District,ServiceType,day,weekday,Date,NumberOT
1764,CAREPA,12,Apartado TyD,Daños Energía,9,0,2019-12-09,6
1765,CAREPA,12,Apartado TyD,Daños Energía,10,1,2019-12-10,7
1766,CAREPA,12,Apartado TyD,Daños Energía,11,2,2019-12-11,4
1768,CAREPA,12,Apartado TyD,Daños Energía,13,4,2019-12-13,5
1770,CAREPA,12,Apartado TyD,Daños Energía,15,6,2019-12-15,3
1771,CAREPA,12,Apartado TyD,Daños Energía,16,0,2019-12-16,12
1772,CAREPA,12,Apartado TyD,Daños Energía,17,1,2019-12-17,7
1773,CAREPA,12,Apartado TyD,Daños Energía,18,2,2019-12-18,7
1774,CAREPA,12,Apartado TyD,Daños Energía,19,3,2019-12-19,3
1775,CAREPA,12,Apartado TyD,Daños Energía,20,4,2019-12-20,3
1776,CAREPA,12,Apartado TyD,Daños Energía,21,5,2019-12-21,11
1777,CAREPA,12,Apartado TyD,Daños Energía,22,6,2019-12-22,2
1778,CAREPA,12,Apartado TyD,Daños Energía,23,0,2019-12-23,8
1779,CAREPA,12,Apartado TyD,Daños Energía,24,1,2019-12-24,3
1780,CAREPA,12,Apartado TyD,Daños Energía,26,3,2019-12-26,9
1782,CAREPA,12,Apartado TyD,Daños Energía,28,5,2019-12-28,1
1783,CAREPA,12,Apartado TyD,Daños Energía,29,6,2019-12-29,2
1784,CAREPA,12,Apartado TyD,Daños Energía,30,0,2019-12-30,8
1785,CAREPA,12,Apartado TyD,Daños Energía,31,1,2019-12-31,4
1786,CAREPA,12,Apartado TyD,Mantenimiento Energía,2,0,2019-12-02,1
1787,CAREPA,12,Apartado TyD,Mantenimiento Energía,9,0,2019-12-09,2
1788,CAREPA,12,Apartado TyD,Mantenimiento Energía,11,2,2019-12-11,2
1790,CAREPA,12,Apartado TyD,Mantenimiento Energía,13,4,2019-12-13,1
1791,CAREPA,12,Apartado TyD,Mantenimiento Energía,18,2,2019-12-18,2
1792,CAREPA,12,Apartado TyD,Mantenimiento Energía,23,0,2019-12-23,2
1793,CAREPA,12,Apartado TyD,Mantenimiento Energía,26,3,2019-12-26,1
1794,CAREPA,12,Turbo TyD,Daños Energía,4,2,2019-12-04,1
1795,CAREPA,12,Turbo TyD,Daños Energía,6,4,2019-12-06,1
1796,CAROLINA,9,Apartado TyD,Daños Energía,14,5,2019-09-14,1
1797,CAROLINA,10,Apartado TyD,Daños Energía,12,5,2019-10-12,1
1798,CAUCASIA,4,Apartado TyD,Daños Energía,22,0,2019-04-22,1
1800,CAUCASIA,10,Apartado TyD,Daños Energía,12,5,2019-10-12,1
1801,CAUCASIA,10,Apartado TyD,Daños Energía,27,6,2019-10-27,1
1803,CHIGORODÓ,1,Apartado TyD,Daños Energía,1,1,2019-01-01,3
1804,CHIGORODÓ,1,Apartado TyD,Daños Energía,2,2,2019-01-02,6
1805,CHIGORODÓ,1,Apartado TyD,Daños Energía,3,3,2019-01-03,8
1806,CHIGORODÓ,1,Apartado TyD,Daños Energía,4,4,2019-01-04,6
1808,CHIGORODÓ,1,Apartado TyD,Daños Energía,6,6,2019-01-06,3
1809,CHIGORODÓ,1,Apartado TyD,Daños Energía,7,0,2019-01-07,3
1810,CHIGORODÓ,1,Apartado TyD,Daños Energía,8,1,2019-01-08,7
1811,CHIGORODÓ,1,Apartado TyD,Daños Energía,9,2,2019-01-09,11
1813,CHIGORODÓ,1,Apartado TyD,Daños Energía,11,4,2019-01-11,3
1814,CHIGORODÓ,1,Apartado TyD,Daños Energía,12,5,2019-01-12,1
1815,CHIGORODÓ,1,Apartado TyD,Daños Energía,13,6,2019-01-13,5
1816,CHIGORODÓ,1,Apartado TyD,Daños Energía,14,0,2019-01-14,4
1817,CHIGORODÓ,1,Apartado TyD,Daños Energía,15,1,2019-01-15,3
1818,CHIGORODÓ,1,Apartado TyD,Daños Energía,16,2,2019-01-16,5
1819,CHIGORODÓ,1,Apartado TyD,Daños Energía,17,3,2019-01-17,4
1821,CHIGORODÓ,1,Apartado TyD,Daños Energía,19,5,2019-01-19,3
1822,CHIGORODÓ,1,Apartado TyD,Daños Energía,20,6,2019-01-20,2
1824,CHIGORODÓ,1,Apartado TyD,Daños Energía,22,1,2019-01-22,5
1825,CHIGORODÓ,1,Apartado TyD,Daños Energía,23,2,2019-01-23,6
1827,CHIGORODÓ,1,Apartado TyD,Daños Energía,25,4,2019-01-25,4
1828,CHIGORODÓ,1,Apartado TyD,Daños Energía,26,5,2019-01-26,4
1829,CHIGORODÓ,1,Apartado TyD,Daños Energía,27,6,2019-01-27,4
1830,CHIGORODÓ,1,Apartado TyD,Daños Energía,28,0,2019-01-28,6
1832,CHIGORODÓ,1,Apartado TyD,Daños Energía,30,2,2019-01-30,7
1833,CHIGORODÓ,1,Apartado TyD,Daños Energía,31,3,2019-01-31,6
1834,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,3,3,2019-01-03,2
1836,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,11,4,2019-01-11,3
1837,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,12,5,2019-01-12,1
1838,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,14,0,2019-01-14,2
1840,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,18,4,2019-01-18,1
1841,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,21,0,2019-01-21,3
1842,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,23,2,2019-01-23,2
1843,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,25,4,2019-01-25,1
1844,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,26,5,2019-01-26,1
1845,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,29,1,2019-01-29,6
1846,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,30,2,2019-01-30,2
1847,CHIGORODÓ,1,Apartado TyD,Mantenimiento Energía,31,3,2019-01-31,4
1848,CHIGORODÓ,1,Turbo TyD,Daños Energía,4,4,2019-01-04,1
1849,CHIGORODÓ,1,Turbo TyD,Mantenimiento Energía,18,4,2019-01-18,1
1851,CHIGORODÓ,2,Apartado TyD,Daños Energía,3,6,2019-02-03,3
1852,CHIGORODÓ,2,Apartado TyD,Daños Energía,4,0,2019-02-04,10
1853,CHIGORODÓ,2,Apartado TyD,Daños Energía,5,1,2019-02-05,3
1854,CHIGORODÓ,2,Apartado TyD,Daños Energía,6,2,2019-02-06,9
1855,CHIGORODÓ,2,Apartado TyD,Daños Energía,7,3,2019-02-07,8
1857,CHIGORODÓ,2,Apartado TyD,Daños Energía,9,5,2019-02-09,4
1858,CHIGORODÓ,2,Apartado TyD,Daños Energía,10,6,2019-02-10,4
1859,CHIGORODÓ,2,Apartado TyD,Daños Energía,11,0,2019-02-11,6
1860,CHIGORODÓ,2,Apartado TyD,Daños Energía,12,1,2019-02-12,3
1861,CHIGORODÓ,2,Apartado TyD,Daños Energía,14,3,2019-02-14,5
1863,CHIGORODÓ,2,Apartado TyD,Daños Energía,16,5,2019-02-16,4
1865,CHIGORODÓ,2,Apartado TyD,Daños Energía,18,0,2019-02-18,4
1866,CHIGORODÓ,2,Apartado TyD,Daños Energía,19,1,2019-02-19,9
1867,CHIGORODÓ,2,Apartado TyD,Daños Energía,20,2,2019-02-20,8
1868,CHIGORODÓ,2,Apartado TyD,Daños Energía,21,3,2019-02-21,3
1870,CHIGORODÓ,2,Apartado TyD,Daños Energía,23,5,2019-02-23,6
1871,CHIGORODÓ,2,Apartado TyD,Daños Energía,24,6,2019-02-24,1
1872,CHIGORODÓ,2,Apartado TyD,Daños Energía,25,0,2019-02-25,7
1873,CHIGORODÓ,2,Apartado TyD,Daños Energía,26,1,2019-02-26,2
1874,CHIGORODÓ,2,Apartado TyD,Daños Energía,27,2,2019-02-27,6
1875,CHIGORODÓ,2,Apartado TyD,Daños Energía,28,3,2019-02-28,2
1876,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,1,4,2019-02-01,1
1877,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,3,6,2019-02-03,1
1878,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,4,0,2019-02-04,1
1879,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,6,2,2019-02-06,1
1880,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,8,4,2019-02-08,1
1881,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,11,0,2019-02-11,5
1883,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,13,2,2019-02-13,2
1884,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,14,3,2019-02-14,1
1885,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,18,0,2019-02-18,4
1886,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,19,1,2019-02-19,1
1887,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,25,0,2019-02-25,2
1888,CHIGORODÓ,2,Apartado TyD,Mantenimiento Energía,28,3,2019-02-28,1
1889,CHIGORODÓ,2,Turbo TyD,Daños Energía,18,0,2019-02-18,1
1890,CHIGORODÓ,2,Turbo TyD,Daños Energía,20,2,2019-02-20,1
1892,CHIGORODÓ,3,Apartado TyD,Daños Energía,2,5,2019-03-02,4
1893,CHIGORODÓ,3,Apartado TyD,Daños Energía,3,6,2019-03-03,2
1895,CHIGORODÓ,3,Apartado TyD,Daños Energía,5,1,2019-03-05,5
1896,CHIGORODÓ,3,Apartado TyD,Daños Energía,6,2,2019-03-06,6
1897,CHIGORODÓ,3,Apartado TyD,Daños Energía,7,3,2019-03-07,6
1898,CHIGORODÓ,3,Apartado TyD,Daños Energía,8,4,2019-03-08,8
1899,CHIGORODÓ,3,Apartado TyD,Daños Energía,9,5,2019-03-09,3
1900,CHIGORODÓ,3,Apartado TyD,Daños Energía,10,6,2019-03-10,4
1901,CHIGORODÓ,3,Apartado TyD,Daños Energía,12,1,2019-03-12,2
1902,CHIGORODÓ,3,Apartado TyD,Daños Energía,13,2,2019-03-13,5
1903,CHIGORODÓ,3,Apartado TyD,Daños Energía,14,3,2019-03-14,8
1904,CHIGORODÓ,3,Apartado TyD,Daños Energía,15,4,2019-03-15,7
1905,CHIGORODÓ,3,Apartado TyD,Daños Energía,18,0,2019-03-18,6
1906,CHIGORODÓ,3,Apartado TyD,Daños Energía,19,1,2019-03-19,13
1907,CHIGORODÓ,3,Apartado TyD,Daños Energía,20,2,2019-03-20,13
1909,CHIGORODÓ,3,Apartado TyD,Daños Energía,22,4,2019-03-22,7
1910,CHIGORODÓ,3,Apartado TyD,Daños Energía,23,5,2019-03-23,3
1911,CHIGORODÓ,3,Apartado TyD,Daños Energía,24,6,2019-03-24,2
1912,CHIGORODÓ,3,Apartado TyD,Daños Energía,25,0,2019-03-25,1
1913,CHIGORODÓ,3,Apartado TyD,Daños Energía,26,1,2019-03-26,3
1914,CHIGORODÓ,3,Apartado TyD,Daños Energía,27,2,2019-03-27,9
1915,CHIGORODÓ,3,Apartado TyD,Daños Energía,28,3,2019-03-28,10
1916,CHIGORODÓ,3,Apartado TyD,Daños Energía,29,4,2019-03-29,12
1917,CHIGORODÓ,3,Apartado TyD,Daños Energía,30,5,2019-03-30,4
1918,CHIGORODÓ,3,Apartado TyD,Daños Energía,31,6,2019-03-31,5
1920,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,4,0,2019-03-04,2
1924,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,11,0,2019-03-11,2
1925,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,12,1,2019-03-12,2
1927,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,15,4,2019-03-15,2
1928,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,16,5,2019-03-16,1
1929,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,18,0,2019-03-18,1
1930,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,20,2,2019-03-20,3
1931,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,21,3,2019-03-21,2
1933,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,29,4,2019-03-29,10
1934,CHIGORODÓ,3,Apartado TyD,Mantenimiento Energía,30,5,2019-03-30,1
1936,CHIGORODÓ,4,Apartado TyD,Daños Energía,1,0,2019-04-01,10
1937,CHIGORODÓ,4,Apartado TyD,Daños Energía,2,1,2019-04-02,7
1938,CHIGORODÓ,4,Apartado TyD,Daños Energía,3,2,2019-04-03,11
1939,CHIGORODÓ,4,Apartado TyD,Daños Energía,4,3,2019-04-04,8
1940,CHIGORODÓ,4,Apartado TyD,Daños Energía,5,4,2019-04-05,15
1941,CHIGORODÓ,4,Apartado TyD,Daños Energía,6,5,2019-04-06,4
1942,CHIGORODÓ,4,Apartado TyD,Daños Energía,7,6,2019-04-07,4
1944,CHIGORODÓ,4,Apartado TyD,Daños Energía,9,1,2019-04-09,5
1945,CHIGORODÓ,4,Apartado TyD,Daños Energía,10,2,2019-04-10,8
1946,CHIGORODÓ,4,Apartado TyD,Daños Energía,11,3,2019-04-11,2
1947,CHIGORODÓ,4,Apartado TyD,Daños Energía,12,4,2019-04-12,12
1948,CHIGORODÓ,4,Apartado TyD,Daños Energía,13,5,2019-04-13,6
1949,CHIGORODÓ,4,Apartado TyD,Daños Energía,14,6,2019-04-14,7
1950,CHIGORODÓ,4,Apartado TyD,Daños Energía,15,0,2019-04-15,13
1951,CHIGORODÓ,4,Apartado TyD,Daños Energía,16,1,2019-04-16,7
1952,CHIGORODÓ,4,Apartado TyD,Daños Energía,17,2,2019-04-17,8
1953,CHIGORODÓ,4,Apartado TyD,Daños Energía,19,4,2019-04-19,4
1955,CHIGORODÓ,4,Apartado TyD,Daños Energía,21,6,2019-04-21,3
1956,CHIGORODÓ,4,Apartado TyD,Daños Energía,22,0,2019-04-22,9
1957,CHIGORODÓ,4,Apartado TyD,Daños Energía,23,1,2019-04-23,9
1958,CHIGORODÓ,4,Apartado TyD,Daños Energía,24,2,2019-04-24,4
1959,CHIGORODÓ,4,Apartado TyD,Daños Energía,25,3,2019-04-25,4
1960,CHIGORODÓ,4,Apartado TyD,Daños Energía,26,4,2019-04-26,5
1962,CHIGORODÓ,4,Apartado TyD,Daños Energía,28,6,2019-04-28,4
1963,CHIGORODÓ,4,Apartado TyD,Daños Energía,29,0,2019-04-29,3
1964,CHIGORODÓ,4,Apartado TyD,Daños Energía,30,1,2019-04-30,11
1968,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,4,3,2019-04-04,2
1969,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,5,4,2019-04-05,1
1970,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,8,0,2019-04-08,2
1971,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,9,1,2019-04-09,1
1972,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,10,2,2019-04-10,3
1973,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,12,4,2019-04-12,3
1975,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,16,1,2019-04-16,1
1977,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,18,3,2019-04-18,3
1978,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,21,6,2019-04-21,1
1979,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,22,0,2019-04-22,1
1981,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,24,2,2019-04-24,3
1982,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,26,4,2019-04-26,1
1983,CHIGORODÓ,4,Apartado TyD,Mantenimiento Energía,29,0,2019-04-29,1
1985,CHIGORODÓ,4,Turbo TyD,Daños Energía,16,1,2019-04-16,1
1986,CHIGORODÓ,4,Turbo TyD,Daños Energía,25,3,2019-04-25,1
1987,CHIGORODÓ,5,Apartado TyD,Daños Energía,1,2,2019-05-01,3
1989,CHIGORODÓ,5,Apartado TyD,Daños Energía,3,4,2019-05-03,7
1990,CHIGORODÓ,5,Apartado TyD,Daños Energía,4,5,2019-05-04,4
1991,CHIGORODÓ,5,Apartado TyD,Daños Energía,5,6,2019-05-05,3
1993,CHIGORODÓ,5,Apartado TyD,Daños Energía,7,1,2019-05-07,8
1994,CHIGORODÓ,5,Apartado TyD,Daños Energía,8,2,2019-05-08,11
1995,CHIGORODÓ,5,Apartado TyD,Daños Energía,9,3,2019-05-09,6
1996,CHIGORODÓ,5,Apartado TyD,Daños Energía,10,4,2019-05-10,4
1997,CHIGORODÓ,5,Apartado TyD,Daños Energía,11,5,2019-05-11,5
1998,CHIGORODÓ,5,Apartado TyD,Daños Energía,13,0,2019-05-13,12
1999,CHIGORODÓ,5,Apartado TyD,Daños Energía,14,1,2019-05-14,6
2000,CHIGORODÓ,5,Apartado TyD,Daños Energía,15,2,2019-05-15,10
2002,CHIGORODÓ,5,Apartado TyD,Daños Energía,17,4,2019-05-17,7
2003,CHIGORODÓ,5,Apartado TyD,Daños Energía,18,5,2019-05-18,5
2006,CHIGORODÓ,5,Apartado TyD,Daños Energía,21,1,2019-05-21,6
2008,CHIGORODÓ,5,Apartado TyD,Daños Energía,23,3,2019-05-23,8
2009,CHIGORODÓ,5,Apartado TyD,Daños Energía,24,4,2019-05-24,8
2010,CHIGORODÓ,5,Apartado TyD,Daños Energía,25,5,2019-05-25,9
2012,CHIGORODÓ,5,Apartado TyD,Daños Energía,27,0,2019-05-27,8
2013,CHIGORODÓ,5,Apartado TyD,Daños Energía,28,1,2019-05-28,9
2014,CHIGORODÓ,5,Apartado TyD,Daños Energía,29,2,2019-05-29,5
2015,CHIGORODÓ,5,Apartado TyD,Daños Energía,30,3,2019-05-30,11
2016,CHIGORODÓ,5,Apartado TyD,Daños Energía,31,4,2019-05-31,16
2017,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,2,3,2019-05-02,12
2018,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,3,4,2019-05-03,3
2019,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,7,1,2019-05-07,10
2020,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,10,4,2019-05-10,4
2021,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,15,2,2019-05-15,1
2022,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,16,3,2019-05-16,1
2023,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,18,5,2019-05-18,2
2024,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,19,6,2019-05-19,2
2026,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,21,1,2019-05-21,4
2028,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,24,4,2019-05-24,4
2030,CHIGORODÓ,5,Apartado TyD,Mantenimiento Energía,31,4,2019-05-31,1
2031,CHIGORODÓ,5,Turbo TyD,Daños Energía,7,1,2019-05-07,1
2032,CHIGORODÓ,6,Apartado TyD,Daños Energía,1,5,2019-06-01,4
2033,CHIGORODÓ,6,Apartado TyD,Daños Energía,2,6,2019-06-02,7
2034,CHIGORODÓ,6,Apartado TyD,Daños Energía,3,0,2019-06-03,12
2035,CHIGORODÓ,6,Apartado TyD,Daños Energía,4,1,2019-06-04,8
2039,CHIGORODÓ,6,Apartado TyD,Daños Energía,8,5,2019-06-08,2
2040,CHIGORODÓ,6,Apartado TyD,Daños Energía,9,6,2019-06-09,2
2041,CHIGORODÓ,6,Apartado TyD,Daños Energía,10,0,2019-06-10,11
2042,CHIGORODÓ,6,Apartado TyD,Daños Energía,11,1,2019-06-11,5
2043,CHIGORODÓ,6,Apartado TyD,Daños Energía,12,2,2019-06-12,13
2045,CHIGORODÓ,6,Apartado TyD,Daños Energía,14,4,2019-06-14,9
2046,CHIGORODÓ,6,Apartado TyD,Daños Energía,15,5,2019-06-15,8
2048,CHIGORODÓ,6,Apartado TyD,Daños Energía,17,0,2019-06-17,8
2049,CHIGORODÓ,6,Apartado TyD,Daños Energía,18,1,2019-06-18,8
2050,CHIGORODÓ,6,Apartado TyD,Daños Energía,19,2,2019-06-19,7
2051,CHIGORODÓ,6,Apartado TyD,Daños Energía,20,3,2019-06-20,9
2052,CHIGORODÓ,6,Apartado TyD,Daños Energía,21,4,2019-06-21,8
2053,CHIGORODÓ,6,Apartado TyD,Daños Energía,22,5,2019-06-22,12
2054,CHIGORODÓ,6,Apartado TyD,Daños Energía,23,6,2019-06-23,14
2055,CHIGORODÓ,6,Apartado TyD,Daños Energía,24,0,2019-06-24,21
2056,CHIGORODÓ,6,Apartado TyD,Daños Energía,25,1,2019-06-25,13
2057,CHIGORODÓ,6,Apartado TyD,Daños Energía,26,2,2019-06-26,14
2058,CHIGORODÓ,6,Apartado TyD,Daños Energía,27,3,2019-06-27,15
2059,CHIGORODÓ,6,Apartado TyD,Daños Energía,28,4,2019-06-28,9
2060,CHIGORODÓ,6,Apartado TyD,Daños Energía,29,5,2019-06-29,4
2061,CHIGORODÓ,6,Apartado TyD,Daños Energía,30,6,2019-06-30,12
2063,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,6,3,2019-06-06,4
2064,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,7,4,2019-06-07,11
2065,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,13,3,2019-06-13,1
2067,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,20,3,2019-06-20,2
2069,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,23,6,2019-06-23,1
2070,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,24,0,2019-06-24,5
2071,CHIGORODÓ,6,Apartado TyD,Mantenimiento Energía,25,1,2019-06-25,2
2073,CHIGORODÓ,6,Turbo TyD,Daños Energía,5,2,2019-06-05,1
2075,CHIGORODÓ,6,Turbo TyD,Mantenimiento Energía,30,6,2019-06-30,1
2076,CHIGORODÓ,7,Apartado TyD,Daños Energía,1,0,2019-07-01,8
2078,CHIGORODÓ,7,Apartado TyD,Daños Energía,3,2,2019-07-03,7
2079,CHIGORODÓ,7,Apartado TyD,Daños Energía,4,3,2019-07-04,11
2080,CHIGORODÓ,7,Apartado TyD,Daños Energía,5,4,2019-07-05,8
2081,CHIGORODÓ,7,Apartado TyD,Daños Energía,6,5,2019-07-06,4
2082,CHIGORODÓ,7,Apartado TyD,Daños Energía,7,6,2019-07-07,8
2084,CHIGORODÓ,7,Apartado TyD,Daños Energía,9,1,2019-07-09,18
2085,CHIGORODÓ,7,Apartado TyD,Daños Energía,10,2,2019-07-10,12
2087,CHIGORODÓ,7,Apartado TyD,Daños Energía,12,4,2019-07-12,8
2089,CHIGORODÓ,7,Apartado TyD,Daños Energía,14,6,2019-07-14,4
2091,CHIGORODÓ,7,Apartado TyD,Daños Energía,16,1,2019-07-16,11
2092,CHIGORODÓ,7,Apartado TyD,Daños Energía,17,2,2019-07-17,11
2095,CHIGORODÓ,7,Apartado TyD,Daños Energía,20,5,2019-07-20,1
2096,CHIGORODÓ,7,Apartado TyD,Daños Energía,21,6,2019-07-21,17
2098,CHIGORODÓ,7,Apartado TyD,Daños Energía,23,1,2019-07-23,9
2099,CHIGORODÓ,7,Apartado TyD,Daños Energía,24,2,2019-07-24,9
2100,CHIGORODÓ,7,Apartado TyD,Daños Energía,25,3,2019-07-25,10
2103,CHIGORODÓ,7,Apartado TyD,Daños Energía,28,6,2019-07-28,2
2104,CHIGORODÓ,7,Apartado TyD,Daños Energía,29,0,2019-07-29,15
2105,CHIGORODÓ,7,Apartado TyD,Daños Energía,30,1,2019-07-30,5
2106,CHIGORODÓ,7,Apartado TyD,Daños Energía,31,2,2019-07-31,9
2108,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,2,1,2019-07-02,7
2109,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,3,2,2019-07-03,12
2112,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,6,5,2019-07-06,2
2113,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,7,6,2019-07-07,1
2114,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,8,0,2019-07-08,2
2115,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,9,1,2019-07-09,1
2116,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,11,3,2019-07-11,1
2119,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,16,1,2019-07-16,1
2120,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,23,1,2019-07-23,1
2121,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,24,2,2019-07-24,1
2122,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,25,3,2019-07-25,7
2123,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,26,4,2019-07-26,7
2124,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,28,6,2019-07-28,1
2125,CHIGORODÓ,7,Apartado TyD,Mantenimiento Energía,31,2,2019-07-31,1
2126,CHIGORODÓ,7,Turbo TyD,Daños Energía,3,2,2019-07-03,1
2127,CHIGORODÓ,7,Turbo TyD,Daños Energía,11,3,2019-07-11,1
2128,CHIGORODÓ,7,Turbo TyD,Daños Energía,24,2,2019-07-24,1
2129,CHIGORODÓ,8,Apartado TyD,Daños Energía,1,3,2019-08-01,11
2130,CHIGORODÓ,8,Apartado TyD,Daños Energía,2,4,2019-08-02,11
2131,CHIGORODÓ,8,Apartado TyD,Daños Energía,3,5,2019-08-03,4
2132,CHIGORODÓ,8,Apartado TyD,Daños Energía,4,6,2019-08-04,2
2133,CHIGORODÓ,8,Apartado TyD,Daños Energía,5,0,2019-08-05,7
2134,CHIGORODÓ,8,Apartado TyD,Daños Energía,6,1,2019-08-06,6
2135,CHIGORODÓ,8,Apartado TyD,Daños Energía,8,3,2019-08-08,3
2136,CHIGORODÓ,8,Apartado TyD,Daños Energía,9,4,2019-08-09,4
2137,CHIGORODÓ,8,Apartado TyD,Daños Energía,10,5,2019-08-10,4
2138,CHIGORODÓ,8,Apartado TyD,Daños Energía,11,6,2019-08-11,9
2139,CHIGORODÓ,8,Apartado TyD,Daños Energía,12,0,2019-08-12,12
2140,CHIGORODÓ,8,Apartado TyD,Daños Energía,13,1,2019-08-13,15
2141,CHIGORODÓ,8,Apartado TyD,Daños Energía,14,2,2019-08-14,11
2142,CHIGORODÓ,8,Apartado TyD,Daños Energía,15,3,2019-08-15,5
2143,CHIGORODÓ,8,Apartado TyD,Daños Energía,16,4,2019-08-16,6
2144,CHIGORODÓ,8,Apartado TyD,Daños Energía,17,5,2019-08-17,3
2148,CHIGORODÓ,8,Apartado TyD,Daños Energía,21,2,2019-08-21,8
2149,CHIGORODÓ,8,Apartado TyD,Daños Energía,22,3,2019-08-22,7
2151,CHIGORODÓ,8,Apartado TyD,Daños Energía,24,5,2019-08-24,6
2152,CHIGORODÓ,8,Apartado TyD,Daños Energía,25,6,2019-08-25,4
2154,CHIGORODÓ,8,Apartado TyD,Daños Energía,27,1,2019-08-27,6
2155,CHIGORODÓ,8,Apartado TyD,Daños Energía,28,2,2019-08-28,12
2156,CHIGORODÓ,8,Apartado TyD,Daños Energía,29,3,2019-08-29,11
2158,CHIGORODÓ,8,Apartado TyD,Daños Energía,31,5,2019-08-31,6
2159,CHIGORODÓ,8,Apartado TyD,Mantenimiento Energía,1,3,2019-08-01,10
2160,CHIGORODÓ,8,Apartado TyD,Mantenimiento Energía,4,6,2019-08-04,2
2161,CHIGORODÓ,8,Apartado TyD,Mantenimiento Energía,6,1,2019-08-06,3
2162,CHIGORODÓ,8,Apartado TyD,Mantenimiento Energía,7,2,2019-08-07,3
